level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
1,1,0,0,0,0,0,0,2480,3509,-1,,others
2,1,1,0,0,0,1138,62,156,62,-1,,others
3,1,1,1,0,0,1138,62,156,62,-1,,others
4,1,1,1,1,0,1138,62,156,62,-1,,others
5,1,1,1,1,1,1138,62,156,62,18,@-,others
2,1,2,0,0,0,1003,134,501,42,-1,,others
3,1,2,1,0,0,1003,134,501,42,-1,,others
4,1,2,1,1,0,1003,134,501,42,-1,,others
5,1,2,1,1,1,1003,134,501,42,91,EUROCORPORATION,others
2,1,3,0,0,0,1115,186,278,11,-1,,others
3,1,3,1,0,0,1115,186,278,11,-1,,others
4,1,3,1,1,0,1115,186,278,11,-1,,others
5,1,3,1,1,1,1115,188,41,9,79,CONS,others
5,1,3,1,1,2,1161,186,62,11,17,ULENEA,others
5,1,3,1,1,3,1231,188,2,9,48,EF,others
5,1,3,1,1,4,1244,188,77,9,90,GESTIONE,others
5,1,3,1,1,5,1333,188,60,9,45,RIFIUTL,others
2,1,4,0,0,0,1138,209,233,92,-1,,others
3,1,4,1,0,0,1138,209,233,92,-1,,others
4,1,4,1,1,0,1138,209,233,92,-1,,others
5,1,4,1,1,1,1138,209,233,92,69,ow,others
2,1,5,0,0,0,73,395,2354,5,-1,,others
3,1,5,1,0,0,73,395,2354,5,-1,,others
4,1,5,1,1,0,73,395,2354,5,-1,,others
5,1,5,1,1,1,73,395,2354,5,95, ,others
2,1,6,0,0,0,73,536,2354,5,-1,,others
3,1,6,1,0,0,73,536,2354,5,-1,,others
4,1,6,1,1,0,73,536,2354,5,-1,,others
5,1,6,1,1,1,73,536,2354,5,95, ,others
2,1,7,0,0,0,73,618,2354,5,-1,,others
3,1,7,1,0,0,73,618,2354,5,-1,,others
4,1,7,1,1,0,73,618,2354,5,-1,,others
5,1,7,1,1,1,73,618,2354,5,95, ,others
2,1,8,0,0,0,73,782,2354,5,-1,,others
3,1,8,1,0,0,73,782,2354,5,-1,,others
4,1,8,1,1,0,73,782,2354,5,-1,,others
5,1,8,1,1,1,73,782,2354,5,95, ,others
2,1,9,0,0,0,73,864,2354,5,-1,,others
3,1,9,1,0,0,73,864,2354,5,-1,,others
4,1,9,1,1,0,73,864,2354,5,-1,,others
5,1,9,1,1,1,73,864,2354,5,95, ,others
2,1,10,0,0,0,73,943,2354,5,-1,,others
3,1,10,1,0,0,73,943,2354,5,-1,,others
4,1,10,1,1,0,73,943,2354,5,-1,,others
5,1,10,1,1,1,73,943,2354,5,95, ,others
2,1,11,0,0,0,383,537,3,492,-1,,others
3,1,11,1,0,0,383,537,3,492,-1,,others
4,1,11,1,1,0,383,537,3,492,-1,,others
5,1,11,1,1,1,383,537,3,492,95, ,others
2,1,12,0,0,0,676,944,3,85,-1,,others
3,1,12,1,0,0,676,944,3,85,-1,,others
4,1,12,1,1,0,676,944,3,85,-1,,others
5,1,12,1,1,1,676,944,3,85,95, ,others
2,1,13,0,0,0,988,944,3,85,-1,,others
3,1,13,1,0,0,988,944,3,85,-1,,others
4,1,13,1,1,0,988,944,3,85,-1,,others
5,1,13,1,1,1,988,944,3,85,95, ,others
2,1,14,0,0,0,73,1025,2354,5,-1,,others
3,1,14,1,0,0,73,1025,2354,5,-1,,others
4,1,14,1,1,0,73,1025,2354,5,-1,,others
5,1,14,1,1,1,73,1025,2354,5,95, ,others
2,1,15,0,0,0,1605,537,3,592,-1,,others
3,1,15,1,0,0,1605,537,3,592,-1,,others
4,1,15,1,1,0,1605,537,3,592,-1,,others
5,1,15,1,1,1,1605,537,3,592,95, ,others
2,1,16,0,0,0,73,1125,2354,5,-1,,others
3,1,16,1,0,0,73,1125,2354,5,-1,,others
4,1,16,1,1,0,73,1125,2354,5,-1,,others
5,1,16,1,1,1,73,1125,2354,5,95, ,others
2,1,17,0,0,0,73,1206,1198,3,-1,,others
3,1,17,1,0,0,73,1206,1198,3,-1,,others
4,1,17,1,1,0,73,1206,1198,3,-1,,others
5,1,17,1,1,1,73,1206,1198,3,95, ,others
2,1,18,0,0,0,326,1126,3,162,-1,,others
3,1,18,1,0,0,326,1126,3,162,-1,,others
4,1,18,1,1,0,326,1126,3,162,-1,,others
5,1,18,1,1,1,326,1126,3,162,95, ,others
2,1,19,0,0,0,775,1126,3,162,-1,,others
3,1,19,1,0,0,775,1126,3,162,-1,,others
4,1,19,1,1,0,775,1126,3,162,-1,,others
5,1,19,1,1,1,775,1126,3,162,95, ,others
2,1,20,0,0,0,73,1284,1198,4,-1,,others
3,1,20,1,0,0,73,1284,1198,4,-1,,others
4,1,20,1,1,0,73,1284,1198,4,-1,,others
5,1,20,1,1,1,73,1284,1198,4,95, ,others
2,1,21,0,0,0,73,1375,1198,4,-1,,others
3,1,21,1,0,0,73,1375,1198,4,-1,,others
4,1,21,1,1,0,73,1375,1198,4,-1,,others
5,1,21,1,1,1,73,1375,1198,4,95, ,others
2,1,22,0,0,0,73,396,4,1044,-1,,others
3,1,22,1,0,0,73,396,4,1044,-1,,others
4,1,22,1,1,0,73,396,4,1044,-1,,others
5,1,22,1,1,1,73,396,4,1044,95, ,others
2,1,23,0,0,0,1267,396,4,1044,-1,,others
3,1,23,1,0,0,1267,396,4,1044,-1,,others
4,1,23,1,1,0,1267,396,4,1044,-1,,others
5,1,23,1,1,1,1267,396,4,1044,95, ,others
2,1,24,0,0,0,73,1437,1198,3,-1,,others
3,1,24,1,0,0,73,1437,1198,3,-1,,others
4,1,24,1,1,0,73,1437,1198,3,-1,,others
5,1,24,1,1,1,73,1437,1198,3,95, ,others
2,1,25,0,0,0,1270,1786,1157,5,-1,,others
3,1,25,1,0,0,1270,1786,1157,5,-1,,others
4,1,25,1,1,0,1270,1786,1157,5,-1,,others
5,1,25,1,1,1,1270,1786,1157,5,95, ,others
2,1,26,0,0,0,73,1860,2354,6,-1,,others
3,1,26,1,0,0,73,1860,2354,6,-1,,others
4,1,26,1,1,0,73,1860,2354,6,-1,,others
5,1,26,1,1,1,73,1860,2354,6,95, ,others
2,1,27,0,0,0,73,1931,2354,5,-1,,others
3,1,27,1,0,0,73,1931,2354,5,-1,,others
4,1,27,1,1,0,73,1931,2354,5,-1,,others
5,1,27,1,1,1,73,1931,2354,5,95, ,others
2,1,28,0,0,0,2424,396,3,1394,-1,,others
3,1,28,1,0,0,2424,396,3,1394,-1,,others
4,1,28,1,1,0,2424,396,3,1394,-1,,others
5,1,28,1,1,1,2424,396,3,1394,95, ,others
2,1,29,0,0,0,73,2081,2354,5,-1,,others
3,1,29,1,0,0,73,2081,2354,5,-1,,others
4,1,29,1,1,0,73,2081,2354,5,-1,,others
5,1,29,1,1,1,73,2081,2354,5,95, ,others
2,1,30,0,0,0,352,1932,6,278,-1,,others
3,1,30,1,0,0,352,1932,6,278,-1,,others
4,1,30,1,1,0,352,1932,6,278,-1,,others
5,1,30,1,1,1,352,1932,6,278,95, ,others
2,1,31,0,0,0,1768,1932,5,278,-1,,others
3,1,31,1,0,0,1768,1932,5,278,-1,,others
4,1,31,1,1,0,1768,1932,5,278,-1,,others
5,1,31,1,1,1,1768,1932,5,278,95, ,others
2,1,32,0,0,0,2313,1932,5,278,-1,,others
3,1,32,1,0,0,2313,1932,5,278,-1,,others
4,1,32,1,1,0,2313,1932,5,278,-1,,others
5,1,32,1,1,1,2313,1932,5,278,95, ,others
2,1,33,0,0,0,73,2206,2354,5,-1,,others
3,1,33,1,0,0,73,2206,2354,5,-1,,others
4,1,33,1,1,0,73,2206,2354,5,-1,,others
5,1,33,1,1,1,73,2206,2354,5,95, ,others
2,1,34,0,0,0,73,2271,2354,5,-1,,others
3,1,34,1,0,0,73,2271,2354,5,-1,,others
4,1,34,1,1,0,73,2271,2354,5,-1,,others
5,1,34,1,1,1,73,2271,2354,5,95, ,others
2,1,35,0,0,0,73,2336,2354,6,-1,,others
3,1,35,1,0,0,73,2336,2354,6,-1,,others
4,1,35,1,1,0,73,2336,2354,6,-1,,others
5,1,35,1,1,1,73,2336,2354,6,95, ,others
2,1,36,0,0,0,425,2207,3,199,-1,,others
3,1,36,1,0,0,425,2207,3,199,-1,,others
4,1,36,1,1,0,425,2207,3,199,-1,,others
5,1,36,1,1,1,425,2207,3,199,95, ,others
2,1,37,0,0,0,73,2402,2354,5,-1,,others
3,1,37,1,0,0,73,2402,2354,5,-1,,others
4,1,37,1,1,0,73,2402,2354,5,-1,,others
5,1,37,1,1,1,73,2402,2354,5,95, ,others
2,1,38,0,0,0,353,2403,4,128,-1,,others
3,1,38,1,0,0,353,2403,4,128,-1,,others
4,1,38,1,1,0,353,2403,4,128,-1,,others
5,1,38,1,1,1,353,2403,4,128,95, ,others
2,1,39,0,0,0,1769,2403,3,128,-1,,others
3,1,39,1,0,0,1769,2403,3,128,-1,,others
4,1,39,1,1,0,1769,2403,3,128,-1,,others
5,1,39,1,1,1,1769,2403,3,128,95, ,others
2,1,40,0,0,0,2314,2403,3,128,-1,,others
3,1,40,1,0,0,2314,2403,3,128,-1,,others
4,1,40,1,1,0,2314,2403,3,128,-1,,others
5,1,40,1,1,1,2314,2403,3,128,95, ,others
2,1,41,0,0,0,73,2526,2354,5,-1,,others
3,1,41,1,0,0,73,2526,2354,5,-1,,others
4,1,41,1,1,0,73,2526,2354,5,-1,,others
5,1,41,1,1,1,73,2526,2354,5,95, ,others
2,1,42,0,0,0,73,2592,2354,5,-1,,others
3,1,42,1,0,0,73,2592,2354,5,-1,,others
4,1,42,1,1,0,73,2592,2354,5,-1,,others
5,1,42,1,1,1,73,2592,2354,5,95, ,others
2,1,43,0,0,0,73,2657,2354,5,-1,,others
3,1,43,1,0,0,73,2657,2354,5,-1,,others
4,1,43,1,1,0,73,2657,2354,5,-1,,others
5,1,43,1,1,1,73,2657,2354,5,95, ,others
2,1,44,0,0,0,73,2722,2354,5,-1,,others
3,1,44,1,0,0,73,2722,2354,5,-1,,others
4,1,44,1,1,0,73,2722,2354,5,-1,,others
5,1,44,1,1,1,73,2722,2354,5,95, ,others
2,1,45,0,0,0,353,2723,4,128,-1,,others
3,1,45,1,0,0,353,2723,4,128,-1,,others
4,1,45,1,1,0,353,2723,4,128,-1,,others
5,1,45,1,1,1,353,2723,4,128,95, ,others
2,1,46,0,0,0,1769,2723,3,128,-1,,others
3,1,46,1,0,0,1769,2723,3,128,-1,,others
4,1,46,1,1,0,1769,2723,3,128,-1,,others
5,1,46,1,1,1,1769,2723,3,128,95, ,others
2,1,47,0,0,0,2314,2723,3,128,-1,,others
3,1,47,1,0,0,2314,2723,3,128,-1,,others
4,1,47,1,1,0,2314,2723,3,128,-1,,others
5,1,47,1,1,1,2314,2723,3,128,95, ,others
2,1,48,0,0,0,73,2847,2354,5,-1,,others
3,1,48,1,0,0,73,2847,2354,5,-1,,others
4,1,48,1,1,0,73,2847,2354,5,-1,,others
5,1,48,1,1,1,73,2847,2354,5,95, ,others
2,1,49,0,0,0,73,2912,2354,5,-1,,others
3,1,49,1,0,0,73,2912,2354,5,-1,,others
4,1,49,1,1,0,73,2912,2354,5,-1,,others
5,1,49,1,1,1,73,2912,2354,5,95, ,others
2,1,50,0,0,0,73,2977,2354,6,-1,,others
3,1,50,1,0,0,73,2977,2354,6,-1,,others
4,1,50,1,1,0,73,2977,2354,6,-1,,others
5,1,50,1,1,1,73,2977,2354,6,95, ,others
2,1,51,0,0,0,425,2207,3,840,-1,,others
3,1,51,1,0,0,425,2207,3,840,-1,,others
4,1,51,1,1,0,425,2207,3,840,-1,,others
5,1,51,1,1,1,425,2207,3,840,95, ,others
2,1,52,0,0,0,73,3043,2354,5,-1,,others
3,1,52,1,0,0,73,3043,2354,5,-1,,others
4,1,52,1,1,0,73,3043,2354,5,-1,,others
5,1,52,1,1,1,73,3043,2354,5,95, ,others
2,1,53,0,0,0,90,567,2323,2562,-1,,others
3,1,53,1,0,0,90,567,2323,2562,-1,,others
4,1,53,1,1,0,103,567,2282,27,-1,,others
5,1,53,1,1,1,103,567,235,27,91,PRODUTTORE,produttore_key
5,1,53,1,1,2,413,567,238,27,92,MONTECATINI,produttore_value
5,1,53,1,1,3,667,567,113,27,92,DEKOR,produttore_value
5,1,53,1,1,4,795,567,159,27,91,RESTAURI,produttore_value
5,1,53,1,1,5,968,567,75,27,95,SOC.,produttore_value
5,1,53,1,1,6,1058,567,104,27,96,COOP.,produttore_value
5,1,53,1,1,7,1296,567,136,27,92,CLIENTE,cliente_key
5,1,53,1,1,8,1635,567,239,27,93,MONTECATINI,cliente_value
5,1,53,1,1,9,1890,567,113,27,91,DEKOR,cliente_value
5,1,53,1,1,10,2017,567,160,27,90,RESTAURI,cliente_value
5,1,53,1,1,11,2191,567,75,27,96,SOC.,cliente_value
5,1,53,1,1,12,2280,567,105,27,95,COOP.,cliente_value
4,1,53,1,2,0,152,664,1744,31,-1,,cliente_value
5,1,53,1,2,1,152,689,6,6,72,.,cliente_value
5,1,53,1,2,2,410,664,223,27,92,TRAVERSAGNA,unitloc_value
5,1,53,1,2,3,637,665,44,26,93,-,unitloc_value
5,1,53,1,2,4,693,665,57,26,93,VIA,unitloc_value
5,1,53,1,2,5,763,664,160,27,91,LEOPARDI,unitloc_value
5,1,53,1,2,6,939,664,15,27,93,1,unitloc_value
5,1,53,1,2,7,968,664,102,27,93,51010,unitloc_value
5,1,53,1,2,8,1084,664,118,27,91,MASSA,unitloc_value
