,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,111,43,-1,,others
2,3,1,1,1,0,0,759,40,111,43,-1,,others
3,4,1,1,1,1,0,759,40,111,43,-1,,others
4,5,1,1,1,1,1,759,40,111,43,0,&<“,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,552,-1,,others
17,3,1,4,1,0,0,44,258,1578,552,-1,,others
18,4,1,4,1,1,0,44,258,1578,76,-1,,others
19,5,1,4,1,1,1,44,258,1578,76,95, ,others
20,4,1,4,1,2,0,1070,334,552,35,-1,,others
21,5,1,4,1,2,1,1070,334,552,35,95, ,others
22,4,1,4,1,3,0,1070,369,4,36,-1,,others
23,5,1,4,1,3,1,1070,369,4,36,95, ,others
24,4,1,4,1,4,0,1070,405,548,33,-1,,others
25,5,1,4,1,4,1,1070,405,548,33,95, ,others
26,4,1,4,1,5,0,251,438,826,57,-1,,others
27,5,1,4,1,5,1,251,438,826,57,95,      ,others
28,4,1,4,1,6,0,251,495,826,36,-1,,others
29,5,1,4,1,6,1,251,495,826,36,95, ,others
30,4,1,4,1,7,0,44,531,1578,50,-1,,others
31,5,1,4,1,7,1,44,531,1578,50,95,     ,others
32,4,1,4,1,8,0,251,581,1371,57,-1,,others
33,5,1,4,1,8,1,251,581,1371,57,95,        ,others
34,4,1,4,1,9,0,44,638,1033,63,-1,,others
35,5,1,4,1,9,1,44,638,1033,63,95,    ,others
36,4,1,4,1,10,0,44,701,1033,51,-1,,others
37,5,1,4,1,10,1,44,701,1033,51,95,   ,others
38,4,1,4,1,11,0,44,752,813,58,-1,,others
39,5,1,4,1,11,1,44,752,813,58,95,      ,others
40,2,1,5,0,0,0,1095,295,279,37,-1,,others
41,3,1,5,1,0,0,1095,295,279,37,-1,,others
42,4,1,5,1,1,0,1095,295,279,37,-1,,others
43,5,1,5,1,1,1,1095,296,83,35,93,PER,others
44,5,1,5,1,1,2,1196,295,178,37,92,UFFICIO,others
45,2,1,6,0,0,0,1089,378,132,18,-1,,others
46,3,1,6,1,0,0,1089,378,132,18,-1,,others
47,4,1,6,1,1,0,1089,378,132,18,-1,,others
48,5,1,6,1,1,1,1089,378,83,18,95,COMET,others
49,5,1,6,1,1,2,1179,378,42,18,96,SPA,others
50,2,1,7,0,0,0,44,334,213,104,-1,,others
51,3,1,7,1,0,0,44,334,213,104,-1,,others
52,4,1,7,1,1,0,44,334,213,72,-1,,others
53,5,1,7,1,1,1,44,334,213,72,95,  ,others
54,4,1,7,1,2,0,48,406,209,32,-1,,others
55,5,1,7,1,2,1,48,406,209,32,95, ,others
56,2,1,8,0,0,0,68,378,158,19,-1,,others
57,3,1,8,1,0,0,68,378,158,19,-1,,others
58,4,1,8,1,1,0,68,378,158,19,-1,,others
59,5,1,8,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
60,2,1,9,0,0,0,274,378,681,19,-1,,others
61,3,1,9,1,0,0,274,378,681,19,-1,,others
62,4,1,9,1,1,0,274,378,681,19,-1,,others
