,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,232,347,737,139,-1,,others
2,3,1,1,1,0,0,232,347,737,139,-1,,others
3,4,1,1,1,1,0,232,347,737,139,-1,,others
4,5,1,1,1,1,1,232,347,737,139,95,   ,others
5,2,1,2,0,0,0,107,435,81,18,-1,,others
6,3,1,2,1,0,0,107,435,81,18,-1,,others
7,4,1,2,1,1,0,107,435,81,18,-1,,others
8,5,1,2,1,1,1,107,435,81,18,96,170603,others
9,2,1,3,0,0,0,1566,430,27,3,-1,,others
10,3,1,3,1,0,0,1566,430,27,3,-1,,others
11,4,1,3,1,1,0,1566,430,27,3,-1,,others
12,5,1,3,1,1,1,1566,430,27,3,95, ,others
13,2,1,4,0,0,0,1566,431,2,26,-1,,others
14,3,1,4,1,0,0,1566,431,2,26,-1,,others
15,4,1,4,1,1,0,1566,431,2,26,-1,,others
16,5,1,4,1,1,1,1566,431,2,26,95, ,others
17,2,1,5,0,0,0,1591,431,2,27,-1,,others
18,3,1,5,1,0,0,1591,431,2,27,-1,,others
19,4,1,5,1,1,0,1591,431,2,27,-1,,others
20,5,1,5,1,1,1,1591,431,2,27,95, ,others
21,2,1,6,0,0,0,1566,455,27,3,-1,,others
22,3,1,6,1,0,0,1566,455,27,3,-1,,others
23,4,1,6,1,1,0,1566,455,27,3,-1,,others
24,5,1,6,1,1,1,1566,455,27,3,95, ,others
25,2,1,7,0,0,0,1542,347,66,139,-1,,others
26,3,1,7,1,0,0,1542,347,66,139,-1,,others
27,4,1,7,1,1,0,1542,347,66,139,-1,,others
28,5,1,7,1,1,1,1542,347,66,139,95, ,others
29,2,1,8,0,0,0,296,434,1204,82,-1,,others
30,3,1,8,1,0,0,296,434,1204,82,-1,,others
31,4,1,8,1,1,0,413,434,1087,24,-1,,others
32,5,1,8,1,1,1,413,434,46,19,93,Altri,others
33,5,1,8,1,1,2,469,434,97,19,90,materiali,others
34,5,1,8,1,1,3,575,434,79,19,92,isolanti,others
35,5,1,8,1,1,4,663,435,120,18,92,contenenti,others
36,5,1,8,1,1,5,792,437,96,16,91,sostanze,others
37,5,1,8,1,1,6,898,434,113,24,91,pericolose,others
38,5,1,8,1,1,7,1231,434,67,19,92,Solido,others
39,5,1,8,1,1,8,1308,440,40,13,93,non,others
40,5,1,8,1,1,9,1358,434,142,24,92,pulverulento,others
41,4,1,8,1,2,0,296,498,708,18,-1,,others
42,5,1,8,1,2,1,296,498,42,18,92,HP7,others
43,5,1,8,1,2,2,980,498,24,18,96,15,others
44,2,1,9,0,0,0,60,497,917,19,-1,,others
45,3,1,9,1,0,0,60,497,917,19,-1,,others
46,4,1,9,1,1,0,60,497,917,19,-1,,others
47,5,1,9,1,1,1,60,497,69,19,92,Classe,others
48,5,1,9,1,1,2,138,497,98,19,91,Pericolo:,others
49,5,1,9,1,1,3,819,498,94,18,96,Destino:,destino_key
50,5,1,9,1,1,4,963,498,14,18,88,D,others
51,2,1,10,0,0,0,49,512,1569,32,-1,,others
52,3,1,10,1,0,0,49,512,1569,32,-1,,others
53,4,1,10,1,1,0,49,512,1569,32,-1,,others
54,5,1,10,1,1,1,49,512,1569,32,95, ,others
55,2,1,11,0,0,0,60,540,1536,63,-1,,others
56,3,1,11,1,0,0,60,540,1536,63,-1,,others
57,4,1,11,1,1,0,60,540,1536,24,-1,,others
58,5,1,11,1,1,1,60,540,210,19,92,Confezionamento:,confezionamento_key
59,5,1,11,1,1,2,0,0,1653,2339,93,|,others
60,5,1,11,1,1,3,294,541,121,18,86,SACCHETTI,others
61,5,1,11,1,1,4,425,541,10,18,86,E,others
62,5,1,11,1,1,5,445,541,36,18,96,BIG,others
63,5,1,11,1,1,6,491,541,45,18,96,BAG,others
64,5,1,11,1,1,7,546,541,31,18,93,DA,others
65,5,1,11,1,1,8,584,541,119,18,91,TRAVASARE,others
66,5,1,11,1,1,9,706,541,40,18,96,IN,others
67,5,1,11,1,1,10,756,541,11,18,92,3,others
68,5,1,11,1,1,11,776,541,16,18,92,O,others
69,5,1,11,1,1,12,801,541,12,18,95,4,others
70,5,1,11,1,1,13,822,541,36,18,95,BIG,others
71,5,1,11,1,1,14,868,541,45,18,93,BAG,others
72,5,1,11,1,1,15,923,541,12,18,92,R,others
73,5,1,11,1,1,16,944,540,42,24,92,(NON,others
74,5,1,11,1,1,17,989,541,135,18,90,RIEMPIRLI,others
75,5,1,11,1,1,18,1134,540,32,19,78,Plu.,others
76,5,1,11,1,1,19,1177,541,39,18,96,DEL,others
77,5,1,11,1,1,20,1224,540,54,24,90,70%),others
78,5,1,11,1,1,21,1285,553,7,2,90,-,others
79,5,1,11,1,1,22,1303,541,135,20,90,FASCIARE,others
80,5,1,11,1,1,23,1449,541,35,20,95,SU,others
81,5,1,11,1,1,24,1496,541,100,20,96,PALLET,others
82,4,1,11,1,2,0,61,585,385,18,-1,,others
83,5,1,11,1,2,1,61,585,153,18,91,Destinazione:,destinazione_key
84,5,1,11,1,2,2,283,596,1,3,71,\,others
85,5,1,11,1,2,3,366,585,80,18,91,ECOVIP,others
86,2,1,12,0,0,0,49,556,1569,32,-1,,others
87,3,1,12,1,0,0,49,556,1569,32,-1,,others
88,4,1,12,1,1,0,49,556,1569,32,-1,,others
89,5,1,12,1,1,1,49,556,1569,32,95, ,others
90,2,1,13,0,0,0,49,599,1569,32,-1,,others
91,3,1,13,1,0,0,49,599,1569,32,-1,,others
92,4,1,13,1,1,0,49,599,1569,32,-1,,others
93,5,1,13,1,1,1,49,599,1569,32,95, ,others
94,2,1,14,0,0,0,48,620,1570,32,-1,,others
95,3,1,14,1,0,0,48,620,1570,32,-1,,others
96,4,1,14,1,1,0,48,620,1570,32,-1,,others
97,5,1,14,1,1,1,48,620,1570,32,95, ,others
98,2,1,15,0,0,0,67,698,1544,190,-1,,others
99,3,1,15,1,0,0,67,698,1544,102,-1,,others
100,4,1,15,1,1,0,69,698,1542,21,-1,,others
101,5,1,15,1,1,1,69,698,48,21,93,PER,others
102,5,1,15,1,1,2,131,698,122,21,91,AUTISTA:,others
103,5,1,15,1,1,3,269,698,91,21,93,SIAMO,others
104,5,1,15,1,1,4,376,698,25,21,92,IN,others
105,5,1,15,1,1,5,417,698,50,21,91,ZTL.,others
106,5,1,15,1,1,6,484,698,13,21,93,5,others
107,5,1,15,1,1,7,514,698,99,21,91,MINUTI,others
108,5,1,15,1,1,8,631,698,88,21,95,PRIMA,others
109,5,1,15,1,1,9,735,698,23,21,90,DI,others
110,5,1,15,1,1,10,776,698,121,21,90,ENTRARE,others
111,5,1,15,1,1,11,914,698,24,21,93,IN,others
112,5,1,15,1,1,12,954,698,45,21,90,ZTL,others
113,5,1,15,1,1,13,1013,698,112,21,90,CHIAMA,others
