,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,110,43,-1,,others
2,3,1,1,1,0,0,759,40,110,43,-1,,others
3,4,1,1,1,1,0,759,40,110,43,-1,,others
4,5,1,1,1,1,1,759,40,110,43,0,=,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,552,-1,,others
17,3,1,4,1,0,0,44,258,1578,552,-1,,others
18,4,1,4,1,1,0,44,258,1578,76,-1,,others
19,5,1,4,1,1,1,44,258,1578,76,95, ,others
20,4,1,4,1,2,0,1070,334,552,35,-1,,others
21,5,1,4,1,2,1,1070,334,552,35,95, ,others
22,4,1,4,1,3,0,1070,369,4,36,-1,,others
23,5,1,4,1,3,1,1070,369,4,36,95, ,others
24,4,1,4,1,4,0,1070,405,548,33,-1,,others
25,5,1,4,1,4,1,1070,405,548,33,95, ,others
26,4,1,4,1,5,0,251,438,826,57,-1,,others
27,5,1,4,1,5,1,251,438,826,57,95,      ,others
28,4,1,4,1,6,0,251,495,826,36,-1,,others
29,5,1,4,1,6,1,251,495,826,36,95, ,others
30,4,1,4,1,7,0,44,531,1578,53,-1,,others
31,5,1,4,1,7,1,44,531,1578,53,95,      ,others
32,4,1,4,1,8,0,251,584,839,51,-1,,others
33,5,1,4,1,8,1,251,584,839,51,95,    ,others
34,4,1,4,1,9,0,44,635,1033,66,-1,,others
35,5,1,4,1,9,1,44,635,1033,66,95,      ,others
36,4,1,4,1,10,0,44,701,1033,51,-1,,others
37,5,1,4,1,10,1,44,701,1033,51,95,   ,others
38,4,1,4,1,11,0,44,752,813,58,-1,,others
39,5,1,4,1,11,1,44,752,813,58,95,      ,others
40,2,1,5,0,0,0,1095,295,279,37,-1,,others
41,3,1,5,1,0,0,1095,295,279,37,-1,,others
42,4,1,5,1,1,0,1095,295,279,37,-1,,others
43,5,1,5,1,1,1,1095,296,83,35,93,PER,others
44,5,1,5,1,1,2,1196,295,178,37,92,UFFICIO,others
45,2,1,6,0,0,0,1088,378,414,18,-1,,others
46,3,1,6,1,0,0,1088,378,414,18,-1,,others
47,4,1,6,1,1,0,1088,378,414,18,-1,,others
48,5,1,6,1,1,1,1088,378,102,18,92,ALBERTO,others
49,5,1,6,1,1,2,1198,378,81,18,89,TACCHI,others
50,5,1,6,1,1,3,1288,378,166,18,89,ARREDAMENTI,others
51,5,1,6,1,1,4,1463,378,39,18,96,SRL,others
52,2,1,7,0,0,0,44,334,213,104,-1,,others
53,3,1,7,1,0,0,44,334,213,104,-1,,others
54,4,1,7,1,1,0,44,334,213,72,-1,,others
55,5,1,7,1,1,1,44,334,213,72,95,  ,others
56,4,1,7,1,2,0,48,406,209,32,-1,,others
57,5,1,7,1,2,1,48,406,209,32,95, ,others
58,2,1,8,0,0,0,68,378,158,19,-1,,others
59,3,1,8,1,0,0,68,378,158,19,-1,,others
60,4,1,8,1,1,0,68,378,158,19,-1,,others
61,5,1,8,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
62,2,1,9,0,0,0,273,378,682,19,-1,,others
63,3,1,9,1,0,0,273,378,682,19,-1,,others
64,4,1,9,1,1,0,273,378,682,19,-1,,others
65,5,1,9,1,1,1,273,378,102,18,92,ALBERTO,others
66,5,1,9,1,1,2,383,378,81,18,88,TACCHI,others
67,5,1,9,1,1,3,473,378,166,18,90,ARREDAMENTI,others
68,5,1,9,1,1,4,648,378,39,18,95,SRL,others
69,5,1,9,1,1,5,863,378,92,19,92,CLIENTE,cliente_key
70,2,1,10,0,0,0,274,460,407,22,-1,,others
71,3,1,10,1,0,0,274,460,407,22,-1,,others
72,4,1,10,1,1,0,274,460,407,22,-1,,others
73,5,1,10,1,1,1,274,460,70,18,89,SIGNA,others
74,5,1,10,1,1,2,351,470,7,2,89,-,others
75,5,1,10,1,1,3,366,460,38,18,95,VIA,others
76,5,1,10,1,1,4,411,460,106,18,95,SALVADOR,others
77,5,1,10,1,1,5,520,460,107,18,96,ALLENDE,others
78,5,1,10,1,1,6,630,460,51,22,94,"11,",others
79,2,1,11,0,0,0,251,449,612,44,-1,,others
80,3,1,11,1,0,0,251,449,612,44,-1,,others
81,4,1,11,1,1,0,251,449,612,44,-1,,others
82,5,1,11,1,1,1,251,449,23,44,95,  ,others
83,5,1,11,1,1,2,681,449,182,44,95,  ,others
84,2,1,12,0,0,0,68,459,1487,24,-1,,others
85,3,1,12,1,0,0,68,459,1487,24,-1,,others
86,4,1,12,1,1,0,68,459,1487,24,-1,,others
87,5,1,12,1,1,1,68,459,54,20,95,Unit.,unitloc_key
88,5,1,12,1,1,2,132,460,42,19,95,Loc.,unitloc_key
89,5,1,12,1,1,3,863,460,119,23,93,Operatore,operatore_key
90,5,1,12,1,1,4,1089,460,107,23,92,Guergana,others
91,5,1,12,1,1,5,1205,460,115,23,91,Stoyanova,others
92,5,1,12,1,1,6,1329,470,7,2,91,-,others
93,5,1,12,1,1,7,1345,459,56,19,96,Mob.,others
94,5,1,12,1,1,8,1410,460,41,18,96,346,others
95,5,1,12,1,1,9,1458,460,97,18,96,8704488,others
96,2,1,13,0,0,0,48,522,1570,2,-1,,others
97,3,1,13,1,0,0,48,522,1570,2,-1,,others
98,4,1,13,1,1,0,48,522,1570,2,-1,,others
99,5,1,13,1,1,1,48,522,1570,2,95, ,others
100,2,1,14,0,0,0,251,531,612,2,-1,,others
101,3,1,14,1,0,0,251,531,612,2,-1,,others
102,4,1,14,1,1,0,251,531,612,2,-1,,others
103,5,1,14,1,1,1,251,531,612,2,95, ,others
104,2,1,15,0,0,0,68,541,1174,20,-1,,others
105,3,1,15,1,0,0,68,541,1174,20,-1,,others
106,4,1,15,1,1,0,68,541,1174,20,-1,,others
107,5,1,15,1,1,1,68,541,113,20,90,Referente,referente_key
108,5,1,15,1,1,2,274,542,100,18,92,CAMILLA,others
109,5,1,15,1,1,3,381,542,69,18,91,ZANNI,others
110,5,1,15,1,1,4,863,542,26,19,93,CF,cfproduttore_key
111,5,1,15,1,1,5,898,541,125,20,92,Produttore,cfproduttore_key
112,5,1,15,1,1,6,1089,542,153,18,96,06686240489,others
113,2,1,16,0,0,0,44,531,819,40,-1,,others
114,3,1,16,1,0,0,44,531,819,40,-1,,others
115,4,1,16,1,1,0,44,531,819,40,-1,,others
116,5,1,16,1,1,1,44,531,24,40,95, ,others
117,5,1,16,1,1,2,181,533,682,38,95,   ,others
118,2,1,17,0,0,0,44,583,1578,41,-1,,others
119,3,1,17,1,0,0,44,583,1578,41,-1,,others
120,4,1,17,1,1,0,44,583,1578,41,-1,,others
121,5,1,17,1,1,1,44,584,820,40,95,     ,others
122,5,1,17,1,1,2,1387,583,235,1,95, ,others
123,2,1,18,0,0,0,1387,584,235,38,-1,,others
124,3,1,18,1,0,0,1387,584,235,38,-1,,others
125,4,1,18,1,1,0,1387,584,235,38,-1,,others
126,5,1,18,1,1,1,1387,584,235,38,95,  ,others
127,2,1,19,0,0,0,66,594,1321,23,-1,,others
128,3,1,19,1,0,0,66,594,1321,23,-1,,others
129,4,1,19,1,1,0,66,594,1321,23,-1,,others
130,5,1,19,1,1,1,66,594,102,20,91,Telefono,telefono_key
131,5,1,19,1,1,2,274,595,125,18,96,055876456,others
132,5,1,19,1,1,3,408,595,37,18,93,INT,others
133,5,1,19,1,1,4,453,595,25,18,93,15,others
134,5,1,19,1,1,5,864,594,61,20,95,Email,emailcliente_key
135,5,1,19,1,1,6,933,594,80,20,96,Cliente,emailcliente_key
136,5,1,19,1,1,7,1090,594,297,23,91,info@tacchiarredamenti.it,others
137,2,1,20,0,0,0,51,629,1567,2,-1,,others
138,3,1,20,1,0,0,51,629,1567,2,-1,,others
139,4,1,20,1,1,0,51,629,1567,2,-1,,others
140,5,1,20,1,1,1,51,629,1567,2,95, ,others
141,2,1,21,0,0,0,44,638,248,45,-1,,others
142,3,1,21,1,0,0,44,638,248,45,-1,,others
143,4,1,21,1,1,0,44,638,248,45,-1,,others
144,5,1,21,1,1,1,44,638,248,45,95,  ,others
145,2,1,22,0,0,0,292,647,132,24,-1,,others
146,3,1,22,1,0,0,292,647,132,24,-1,,others
147,4,1,22,1,1,0,292,647,132,24,-1,,others
148,5,1,22,1,1,1,292,647,132,24,96,26/05/2022,others
149,2,1,23,0,0,0,424,638,45,40,-1,,others
150,3,1,23,1,0,0,424,638,45,40,-1,,others
151,4,1,23,1,1,0,424,638,45,40,-1,,others
152,5,1,23,1,1,1,424,638,45,40,95, ,others
153,2,1,24,0,0,0,68,648,1395,23,-1,,others
154,3,1,24,1,0,0,68,648,1395,23,-1,,others
155,4,1,24,1,1,0,68,648,1395,23,-1,,others
156,5,1,24,1,1,1,68,649,52,19,93,Data,datarichiesta_key
157,5,1,24,1,1,2,129,648,101,20,92,Richiesta,datarichiesta_key
158,5,1,24,1,1,3,469,648,73,20,92,Orario,orariorichiesta_key
159,5,1,24,1,1,4,550,648,96,20,92,richiesta,orariorichiesta_key
160,5,1,24,1,1,5,864,648,61,20,91,Email,emailproduttore_key
161,5,1,24,1,1,6,934,648,125,20,91,Produttore,emailproduttore_key
162,5,1,24,1,1,7,0,0,1653,2339,92,|,others
163,5,1,24,1,1,8,1089,648,374,23,83,contabilita@tacchiarredamenti.it,others
164,2,1,25,0,0,0,847,684,771,2,-1,,others
165,3,1,25,1,0,0,847,684,771,2,-1,,others
166,4,1,25,1,1,0,847,684,771,2,-1,,others
167,5,1,25,1,1,1,847,684,771,2,95, ,others
168,2,1,26,0,0,0,1112,705,27,2,-1,,others
