,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,110,43,-1,,others
2,3,1,1,1,0,0,759,40,110,43,-1,,others
3,4,1,1,1,1,0,759,40,110,43,-1,,others
4,5,1,1,1,1,1,759,40,110,43,0,=,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,173,-1,,others
17,3,1,4,1,0,0,44,258,1578,173,-1,,others
18,4,1,4,1,1,0,44,258,1578,120,-1,,others
19,5,1,4,1,1,1,44,258,1578,120,95,  ,others
20,4,1,4,1,2,0,1066,378,12,37,-1,,others
21,5,1,4,1,2,1,1066,378,12,37,95,  ,others
22,4,1,4,1,3,0,251,415,24,16,-1,,others
23,5,1,4,1,3,1,251,415,24,16,95, ,others
24,2,1,5,0,0,0,1095,295,279,37,-1,,others
25,3,1,5,1,0,0,1095,295,279,37,-1,,others
26,4,1,5,1,1,0,1095,295,279,37,-1,,others
27,5,1,5,1,1,1,1095,296,83,35,93,PER,others
28,5,1,5,1,1,2,1196,295,178,37,92,UFFICIO,others
29,2,1,6,0,0,0,1088,369,444,53,-1,,others
30,3,1,6,1,0,0,1088,369,444,53,-1,,others
31,4,1,6,1,1,0,1090,369,442,24,-1,,others
32,5,1,6,1,1,1,1090,370,78,18,93,Istituto,others
33,5,1,6,1,1,2,1177,370,108,18,90,Istruzione,others
34,5,1,6,1,1,3,1294,369,121,19,92,Secondaria,others
35,5,1,6,1,1,4,1424,370,108,23,96,Superiore,others
36,4,1,6,1,2,0,1088,403,397,19,-1,,others
37,5,1,6,1,2,1,1088,404,80,18,93,Tecnica,others
38,5,1,6,1,2,2,1178,409,11,13,93,e,others
39,5,1,6,1,2,3,1199,403,74,19,92,Liceale,others
40,5,1,6,1,2,4,1282,404,56,18,91,Piero,others
41,5,1,6,1,2,5,1346,403,139,19,91,Calamandrei,others
42,2,1,7,0,0,0,44,357,231,58,-1,,others
43,3,1,7,1,0,0,44,357,231,58,-1,,others
44,4,1,7,1,1,0,44,357,231,21,-1,,others
45,5,1,7,1,1,1,44,357,231,21,95, ,others
46,4,1,7,1,2,0,250,378,12,37,-1,,others
47,5,1,7,1,2,1,250,378,12,37,95,  ,others
48,2,1,8,0,0,0,1532,357,90,48,-1,,others
49,3,1,8,1,0,0,1532,357,90,48,-1,,others
50,4,1,8,1,1,0,1532,357,90,48,-1,,others
51,5,1,8,1,1,1,1532,357,90,48,95, ,others
52,2,1,9,0,0,0,275,369,551,24,-1,,others
53,3,1,9,1,0,0,275,369,551,24,-1,,others
54,4,1,9,1,1,0,275,369,551,24,-1,,others
55,5,1,9,1,1,1,275,370,78,18,91,Istituto,others
56,5,1,9,1,1,2,362,370,108,18,91,Istruzione,others
57,5,1,9,1,1,3,479,369,121,19,92,Secondaria,others
58,5,1,9,1,1,4,609,370,108,23,96,Superiore,others
59,5,1,9,1,1,5,725,370,80,18,92,Tecnica,others
60,5,1,9,1,1,6,814,375,12,13,92,e,others
61,2,1,10,0,0,0,68,387,493,35,-1,,others
62,3,1,10,1,0,0,68,387,493,35,-1,,others
63,4,1,10,1,1,0,68,387,493,35,-1,,others
64,5,1,10,1,1,1,68,387,65,19,0,FOO,others
65,5,1,10,1,1,2,135,387,91,19,0,UTTORE,others
66,5,1,10,1,1,3,275,403,74,19,92,Liceale,others
67,5,1,10,1,1,4,359,404,55,18,92,Piero,others
68,5,1,10,1,1,5,422,403,139,19,92,Calamandrei,others
69,2,1,11,0,0,0,863,387,92,19,-1,,others
70,3,1,11,1,0,0,863,387,92,19,-1,,others
71,4,1,11,1,1,0,863,387,92,19,-1,,others
72,5,1,11,1,1,1,863,387,92,19,92,CLIENTE,cliente_key
73,2,1,12,0,0,0,251,415,826,93,-1,,others
74,3,1,12,1,0,0,251,415,826,93,-1,,others
75,4,1,12,1,1,0,561,415,516,16,-1,,others
76,5,1,12,1,1,1,561,415,516,16,95, ,others
77,4,1,12,1,2,0,251,431,826,21,-1,,others
78,5,1,12,1,2,1,251,431,826,21,95, ,others
79,4,1,12,1,3,0,251,452,22,56,-1,,others
80,5,1,12,1,3,1,251,452,22,56,95,  ,others
81,2,1,13,0,0,0,48,430,1570,6,-1,,others
82,3,1,13,1,0,0,48,430,1570,6,-1,,others
83,4,1,13,1,1,0,48,430,1570,6,-1,,others
84,5,1,13,1,1,1,48,430,1570,6,95, ,others
85,2,1,14,0,0,0,799,452,278,37,-1,,others
86,3,1,14,1,0,0,799,452,278,37,-1,,others
87,4,1,14,1,1,0,799,452,278,16,-1,,others
88,5,1,14,1,1,1,799,452,278,16,95, ,others
89,4,1,14,1,2,0,1066,468,11,21,-1,,others
90,5,1,14,1,2,1,1066,468,11,21,95, ,others
91,2,1,15,0,0,0,273,461,1209,58,-1,,others
92,3,1,15,1,0,0,273,461,1209,58,-1,,others
93,4,1,15,1,1,0,273,461,1209,58,-1,,others
94,5,1,15,1,1,1,273,461,54,58,29,Hy,others
95,5,1,15,1,1,2,336,461,18,19,96,di,others
96,5,1,15,1,1,3,362,462,85,18,94,Vittorio,others
97,5,1,15,1,1,4,454,462,45,18,95,SNC,others
98,5,1,15,1,1,5,507,462,68,18,93,50019,others
99,5,1,15,1,1,6,583,462,68,18,92,SESTO,others
100,5,1,15,1,1,7,660,462,139,18,92,FIORENTINO,others
101,5,1,15,1,1,8,1090,478,60,19,93,David,others
102,5,1,15,1,1,9,1160,479,86,18,87,Pinzauti,others
103,5,1,15,1,1,10,1255,489,7,2,87,-,others
104,5,1,15,1,1,11,1271,478,56,19,96,Mob.,others
105,5,1,15,1,1,12,1337,479,39,18,94,393,others
106,5,1,15,1,1,13,1385,479,97,18,94,8902540,others
107,2,1,16,0,0,0,68,478,914,24,-1,,others
108,3,1,16,1,0,0,68,478,914,24,-1,,others
109,4,1,16,1,1,0,68,478,914,24,-1,,others
110,5,1,16,1,1,1,68,478,54,20,96,Unit.,unitloc_key
111,5,1,16,1,1,2,132,479,42,19,96,Loc.,unitloc_key
112,5,1,16,1,1,3,863,479,119,23,91,Operatore,operatore_key
113,2,1,17,0,0,0,44,489,1578,449,-1,,others
114,3,1,17,1,0,0,44,489,1578,449,-1,,others
115,4,1,17,1,1,0,44,489,1578,59,-1,,others
116,5,1,17,1,1,1,44,489,1578,59,95,     ,others
117,4,1,17,1,2,0,44,548,1578,48,-1,,others
118,5,1,17,1,2,1,44,548,231,2,95, ,others
119,5,1,17,1,2,2,480,548,1142,48,95,   ,others
120,4,1,17,1,3,0,842,697,776,32,-1,,others
121,5,1,17,1,3,1,842,697,776,32,95,  ,others
122,4,1,17,1,4,0,517,729,560,53,-1,,others
123,5,1,17,1,4,1,517,729,560,53,95,  ,others
124,4,1,17,1,5,0,213,782,638,47,-1,,others
125,5,1,17,1,5,1,213,782,638,47,95,  ,others
126,4,1,17,1,6,0,44,829,807,49,-1,,others
127,5,1,17,1,6,1,44,829,807,49,95,   ,others
128,4,1,17,1,7,0,44,878,222,60,-1,,others
129,5,1,17,1,7,1,44,878,222,60,95, ,others
130,2,1,18,0,0,0,1023,550,599,40,-1,,others
131,3,1,18,1,0,0,1023,550,599,40,-1,,others
132,4,1,18,1,1,0,1023,550,599,40,-1,,others
133,5,1,18,1,1,1,1023,550,599,40,95,   ,others
134,2,1,19,0,0,0,863,560,379,20,-1,,others
135,3,1,19,1,0,0,863,560,379,20,-1,,others
136,4,1,19,1,1,0,863,560,379,20,-1,,others
137,5,1,19,1,1,1,863,561,26,19,93,CF,cfproduttore_key
138,5,1,19,1,1,2,898,560,125,20,91,Produttore,cfproduttore_key
139,5,1,19,1,1,3,1089,561,153,18,96,94248700489,others
140,2,1,20,0,0,0,44,550,339,232,-1,,others
141,3,1,20,1,0,0,44,550,339,232,-1,,others
142,4,1,20,1,1,0,44,550,24,40,-1,,others
143,5,1,20,1,1,1,44,550,24,40,95, ,others
144,4,1,20,1,2,0,48,657,208,72,-1,,others
145,5,1,20,1,2,1,48,657,208,72,95,  ,others
146,4,1,20,1,3,0,48,729,335,53,-1,,others
147,5,1,20,1,3,1,48,729,335,53,95,  ,others
148,2,1,21,0,0,0,181,550,94,46,-1,,others
149,3,1,21,1,0,0,181,550,94,46,-1,,others
150,4,1,21,1,1,0,181,550,94,46,-1,,others
151,5,1,21,1,1,1,181,550,94,46,95,  ,others
152,2,1,22,0,0,0,68,560,412,24,-1,,others
153,3,1,22,1,0,0,68,560,412,24,-1,,others
154,4,1,22,1,1,0,68,560,412,24,-1,,others
155,5,1,22,1,1,1,68,560,113,20,90,Referente,referente_key
156,5,1,22,1,1,2,275,561,20,18,95,Di,others
157,5,1,22,1,1,3,304,561,55,18,95,Gioia,others
158,5,1,22,1,1,4,376,560,104,24,96,Pierpaolo,others
159,2,1,23,0,0,0,48,594,1570,6,-1,,others
160,3,1,23,1,0,0,48,594,1570,6,-1,,others
161,4,1,23,1,1,0,48,594,1570,6,-1,,others
162,5,1,23,1,1,1,48,594,1570,6,95, ,others
163,2,1,24,0,0,0,251,606,23,38,-1,,others
164,3,1,24,1,0,0,251,606,23,38,-1,,others
165,4,1,24,1,1,0,251,606,23,38,-1,,others
166,5,1,24,1,1,1,251,606,23,38,95,   ,others
167,2,1,25,0,0,0,274,614,1094,22,-1,,others
168,3,1,25,1,0,0,274,614,1094,22,-1,,others
169,4,1,25,1,1,0,274,614,1094,22,-1,,others
170,5,1,25,1,1,1,274,615,139,18,96,3402404308,others
171,5,1,25,1,1,2,864,614,61,20,94,Email,emailcliente_key
