,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,110,43,-1,,others
2,3,1,1,1,0,0,759,40,110,43,-1,,others
3,4,1,1,1,1,0,759,40,110,43,-1,,others
4,5,1,1,1,1,1,759,40,110,43,0,=,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,180,-1,,others
17,3,1,4,1,0,0,44,258,1578,180,-1,,others
18,4,1,4,1,1,0,44,258,1578,111,-1,,others
19,5,1,4,1,1,1,44,258,1578,111,95,  ,others
20,4,1,4,1,2,0,1070,369,4,36,-1,,others
21,5,1,4,1,2,1,1070,369,4,36,95, ,others
22,4,1,4,1,3,0,1070,405,548,33,-1,,others
23,5,1,4,1,3,1,1070,405,548,33,95, ,others
24,2,1,5,0,0,0,1095,295,279,37,-1,,others
25,3,1,5,1,0,0,1095,295,279,37,-1,,others
26,4,1,5,1,1,0,1095,295,279,37,-1,,others
27,5,1,5,1,1,1,1095,296,83,35,93,PER,others
28,5,1,5,1,1,2,1196,295,178,37,92,UFFICIO,others
29,2,1,6,0,0,0,1088,378,249,18,-1,,others
30,3,1,6,1,0,0,1088,378,249,18,-1,,others
31,4,1,6,1,1,0,1088,378,249,18,-1,,others
32,5,1,6,1,1,1,1088,378,112,18,91,AGRIVIGNA,others
33,5,1,6,1,1,2,1202,378,87,18,90,B.D.E.,others
34,5,1,6,1,1,3,1298,378,39,18,96,SRL,others
35,2,1,7,0,0,0,44,334,1033,178,-1,,others
36,3,1,7,1,0,0,44,334,1033,178,-1,,others
37,4,1,7,1,1,0,44,334,213,72,-1,,others
38,5,1,7,1,1,1,44,334,213,72,95,  ,others
39,4,1,7,1,2,0,48,406,1029,64,-1,,others
40,5,1,7,1,2,1,48,406,213,64,95,  ,others
41,5,1,7,1,2,2,1066,438,11,32,95, ,others
42,4,1,7,1,3,0,251,470,826,19,-1,,others
43,5,1,7,1,3,1,251,470,10,19,95, ,others
44,5,1,7,1,3,2,1066,470,11,19,95, ,others
45,4,1,7,1,4,0,251,489,23,23,-1,,others
46,5,1,7,1,4,1,251,489,23,23,95, ,others
47,2,1,8,0,0,0,68,378,158,19,-1,,others
48,3,1,8,1,0,0,68,378,158,19,-1,,others
49,4,1,8,1,1,0,68,378,158,19,-1,,others
50,5,1,8,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
51,2,1,9,0,0,0,273,378,682,19,-1,,others
52,3,1,9,1,0,0,273,378,682,19,-1,,others
53,4,1,9,1,1,0,273,378,682,19,-1,,others
54,5,1,9,1,1,1,273,378,112,18,90,AGRIVIGNA,others
55,5,1,9,1,1,2,387,378,87,18,92,B.D.E.,others
56,5,1,9,1,1,3,483,378,39,18,96,SRL,others
57,5,1,9,1,1,4,863,378,92,19,92,CLIENTE,cliente_key
58,2,1,10,0,0,0,274,443,514,18,-1,,others
59,3,1,10,1,0,0,274,443,514,18,-1,,others
60,4,1,10,1,1,0,274,443,514,18,-1,,others
61,5,1,10,1,1,1,274,443,133,18,91,CASTELLINA,others
62,5,1,10,1,1,2,416,443,21,18,93,IN,others
63,5,1,10,1,1,3,447,443,90,18,88,CHIANTI,others
64,5,1,10,1,1,4,546,453,7,2,88,-,others
65,5,1,10,1,1,5,561,443,73,18,90,STRADA,others
66,5,1,10,1,1,6,634,443,113,18,90,VICINALE,others
67,5,1,10,1,1,7,749,443,39,18,88,DI,others
68,2,1,11,0,0,0,68,460,752,40,-1,,others
69,3,1,11,1,0,0,68,460,752,40,-1,,others
70,4,1,11,1,1,0,68,460,752,40,-1,,others
71,5,1,11,1,1,1,68,460,106,19,18,oe,others
72,5,1,11,1,1,2,274,477,135,18,92,GODENANO,others
73,5,1,11,1,1,3,417,477,12,18,96,8,others
74,5,1,11,1,1,4,438,477,68,18,92,53011,others
75,5,1,11,1,1,5,514,477,116,18,93,CASTELLINA,others
76,5,1,11,1,1,6,632,477,45,18,93,IN,others
77,5,1,11,1,1,7,687,477,85,18,92,CHIANTI,others
78,5,1,11,1,1,8,774,476,46,24,61,(SI),others
79,2,1,12,0,0,0,863,459,630,24,-1,,others
80,3,1,12,1,0,0,863,459,630,24,-1,,others
81,4,1,12,1,1,0,863,459,630,24,-1,,others
82,5,1,12,1,1,1,863,460,119,23,91,Operatore,operatore_key
83,5,1,12,1,1,2,1090,459,76,19,92,Natalia,others
84,5,1,12,1,1,3,1174,460,90,18,92,Veracini,others
85,5,1,12,1,1,4,1273,470,7,2,93,-,others
86,5,1,12,1,1,5,1289,459,56,19,96,Mob.,others
87,5,1,12,1,1,6,1354,460,139,18,96,3382652390,others
88,2,1,13,0,0,0,44,489,1578,369,-1,,others
89,3,1,13,1,0,0,44,489,1578,369,-1,,others
90,4,1,13,1,1,0,251,489,826,42,-1,,others
91,5,1,13,1,1,1,251,489,826,42,95,   ,others
92,4,1,13,1,2,0,44,531,1578,53,-1,,others
93,5,1,13,1,2,1,44,531,1578,53,95,      ,others
94,4,1,13,1,3,0,251,584,839,51,-1,,others
95,5,1,13,1,3,1,251,584,839,51,95,     ,others
96,4,1,13,1,4,0,44,635,1033,66,-1,,others
97,5,1,13,1,4,1,44,635,1033,66,95,  ,others
98,5,1,13,1,4,2,424,635,653,48,95,    ,others
99,4,1,13,1,5,0,44,701,1033,51,-1,,others
100,5,1,13,1,5,1,44,701,1033,51,95,   ,others
101,4,1,13,1,6,0,44,752,813,47,-1,,others
102,5,1,13,1,6,1,44,752,813,47,95,  ,others
103,4,1,13,1,7,0,44,810,24,48,-1,,others
104,5,1,13,1,7,1,44,810,24,48,95, ,others
105,2,1,14,0,0,0,48,519,1570,8,-1,,others
106,3,1,14,1,0,0,48,519,1570,8,-1,,others
107,4,1,14,1,1,0,48,519,1570,8,-1,,others
108,5,1,14,1,1,1,48,519,1570,8,95, ,others
109,2,1,15,0,0,0,44,531,819,40,-1,,others
110,3,1,15,1,0,0,44,531,819,40,-1,,others
111,4,1,15,1,1,0,44,531,819,40,-1,,others
112,5,1,15,1,1,1,44,531,24,40,95, ,others
113,5,1,15,1,1,2,181,531,682,40,95,    ,others
114,2,1,16,0,0,0,68,541,1174,20,-1,,others
115,3,1,16,1,0,0,68,541,1174,20,-1,,others
116,4,1,16,1,1,0,68,541,1174,20,-1,,others
117,5,1,16,1,1,1,68,541,113,20,90,Referente,referente_key
118,5,1,16,1,1,2,275,542,68,18,92,BESIM,others
119,5,1,16,1,1,3,354,542,76,18,87,KRUEZI,others
120,5,1,16,1,1,4,863,542,26,19,93,CF,cfproduttore_key
121,5,1,16,1,1,5,898,541,125,20,92,Produttore,cfproduttore_key
122,5,1,16,1,1,6,1089,542,153,18,96,01433670526,others
123,2,1,17,0,0,0,168,584,696,38,-1,,others
124,3,1,17,1,0,0,168,584,696,38,-1,,others
125,4,1,17,1,1,0,168,584,696,38,-1,,others
126,5,1,17,1,1,1,168,584,696,38,95,   ,others
127,2,1,18,0,0,0,1281,582,341,4,-1,,others
128,3,1,18,1,0,0,1281,582,341,4,-1,,others
129,4,1,18,1,1,0,1281,582,341,4,-1,,others
130,5,1,18,1,1,1,1281,582,341,4,95, ,others
131,2,1,19,0,0,0,66,594,947,20,-1,,others
132,3,1,19,1,0,0,66,594,947,20,-1,,others
133,4,1,19,1,1,0,66,594,947,20,-1,,others
134,5,1,19,1,1,1,66,594,102,20,92,Telefono,telefono_key
135,5,1,19,1,1,2,274,595,147,18,92,388-1742422,others
136,5,1,19,1,1,3,864,594,61,20,96,Email,emailcliente_key
137,5,1,19,1,1,4,933,594,80,20,96,Cliente,emailcliente_key
138,2,1,20,0,0,0,44,584,22,40,-1,,others
139,3,1,20,1,0,0,44,584,22,40,-1,,others
140,4,1,20,1,1,0,44,584,22,40,-1,,others
141,5,1,20,1,1,1,44,584,22,40,95, ,others
142,2,1,21,0,0,0,1090,594,191,24,-1,,others
143,3,1,21,1,0,0,1090,594,191,24,-1,,others
144,4,1,21,1,1,0,1090,594,191,24,-1,,others
145,5,1,21,1,1,1,1090,594,191,24,75,info@agrivigna.it,others
146,2,1,22,0,0,0,51,626,1567,8,-1,,others
147,3,1,22,1,0,0,51,626,1567,8,-1,,others
148,4,1,22,1,1,0,51,626,1567,8,-1,,others
149,5,1,22,1,1,1,51,626,1567,8,95, ,others
150,2,1,23,0,0,0,44,638,425,45,-1,,others
151,3,1,23,1,0,0,44,638,425,45,-1,,others
152,4,1,23,1,1,0,44,638,425,45,-1,,others
153,5,1,23,1,1,1,44,638,248,45,95,  ,others
154,5,1,23,1,1,2,424,638,45,40,95, ,others
155,2,1,24,0,0,0,68,647,1213,25,-1,,others
156,3,1,24,1,0,0,68,647,1213,25,-1,,others
157,4,1,24,1,1,0,68,647,1213,25,-1,,others
158,5,1,24,1,1,1,68,649,52,19,93,Data,datarichiesta_key
159,5,1,24,1,1,2,129,648,101,20,92,Richiesta,datarichiesta_key
160,5,1,24,1,1,3,292,647,132,24,81,22/02/2022,others
161,5,1,24,1,1,4,0,0,1653,2339,81,|,others
162,5,1,24,1,1,5,469,648,73,20,92,Orario,orariorichiesta_key
163,5,1,24,1,1,6,550,648,96,20,92,richiesta,orariorichiesta_key
164,5,1,24,1,1,7,864,648,61,20,92,Email,emailproduttore_key
165,5,1,24,1,1,8,934,648,125,20,92,Produttore,emailproduttore_key
166,5,1,24,1,1,9,0,0,1653,2339,90,|,others
167,5,1,24,1,1,10,1090,648,191,24,90,info@agrivigna.it,others
168,2,1,25,0,0,0,847,683,771,4,-1,,others
