level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
1,1,0,0,0,0,0,0,1653,2339,-1,,others
2,1,1,0,0,0,759,40,104,42,-1,,others
3,1,1,1,0,0,759,40,104,42,-1,,others
4,1,1,1,1,0,759,40,104,42,-1,,others
5,1,1,1,1,1,759,40,104,42,44,a,others
2,1,2,0,0,0,669,89,334,28,-1,,others
3,1,2,1,0,0,669,89,334,28,-1,,others
4,1,2,1,1,0,669,89,334,28,-1,,others
5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
2,1,3,0,0,0,759,140,155,61,-1,,others
3,1,3,1,0,0,759,140,155,61,-1,,others
4,1,3,1,1,0,759,140,155,61,-1,,others
5,1,3,1,1,1,759,140,155,61,64,ow,others
2,1,4,0,0,0,48,262,1570,6,-1,,others
3,1,4,1,0,0,48,262,1570,6,-1,,others
4,1,4,1,1,0,48,262,1570,6,-1,,others
5,1,4,1,1,1,48,262,1570,6,95, ,others
2,1,5,0,0,0,49,356,1569,6,-1,,others
3,1,5,1,0,0,49,356,1569,6,-1,,others
4,1,5,1,1,0,49,356,1569,6,-1,,others
5,1,5,1,1,1,49,356,1569,6,95, ,others
2,1,6,0,0,0,49,410,1569,7,-1,,others
3,1,6,1,0,0,49,410,1569,7,-1,,others
4,1,6,1,1,0,49,410,1569,7,-1,,others
5,1,6,1,1,1,49,410,1569,7,95, ,others
2,1,7,0,0,0,49,520,1569,6,-1,,others
3,1,7,1,0,0,49,520,1569,6,-1,,others
4,1,7,1,1,0,49,520,1569,6,-1,,others
5,1,7,1,1,1,49,520,1569,6,95, ,others
2,1,8,0,0,0,49,574,1569,7,-1,,others
3,1,8,1,0,0,49,574,1569,7,-1,,others
4,1,8,1,1,0,49,574,1569,7,-1,,others
5,1,8,1,1,1,49,574,1569,7,95, ,others
2,1,9,0,0,0,49,627,1569,6,-1,,others
3,1,9,1,0,0,49,627,1569,6,-1,,others
4,1,9,1,1,0,49,627,1569,6,-1,,others
5,1,9,1,1,1,49,627,1569,6,95, ,others
2,1,10,0,0,0,255,358,2,328,-1,,others
3,1,10,1,0,0,255,358,2,328,-1,,others
4,1,10,1,1,0,255,358,2,328,-1,,others
5,1,10,1,1,1,255,358,2,328,95, ,others
2,1,11,0,0,0,450,629,2,57,-1,,others
3,1,11,1,0,0,450,629,2,57,-1,,others
4,1,11,1,1,0,450,629,2,57,-1,,others
5,1,11,1,1,1,450,629,2,57,95, ,others
2,1,12,0,0,0,659,629,2,57,-1,,others
3,1,12,1,0,0,659,629,2,57,-1,,others
4,1,12,1,1,0,659,629,2,57,-1,,others
5,1,12,1,1,1,659,629,2,57,95, ,others
2,1,13,0,0,0,49,682,1569,6,-1,,others
3,1,13,1,0,0,49,682,1569,6,-1,,others
4,1,13,1,1,0,49,682,1569,6,-1,,others
5,1,13,1,1,1,49,682,1569,6,95, ,others
2,1,14,0,0,0,1070,358,2,395,-1,,others
3,1,14,1,0,0,1070,358,2,395,-1,,others
4,1,14,1,1,0,1070,358,2,395,-1,,others
5,1,14,1,1,1,1070,358,2,395,95, ,others
2,1,15,0,0,0,48,749,1570,6,-1,,others
3,1,15,1,0,0,48,749,1570,6,-1,,others
4,1,15,1,1,0,48,749,1570,6,-1,,others
5,1,15,1,1,1,48,749,1570,6,95, ,others
2,1,16,0,0,0,49,803,798,4,-1,,others
3,1,16,1,0,0,49,803,798,4,-1,,others
4,1,16,1,1,0,49,803,798,4,-1,,others
5,1,16,1,1,1,49,803,798,4,95, ,others
2,1,17,0,0,0,217,751,2,108,-1,,others
3,1,17,1,0,0,217,751,2,108,-1,,others
4,1,17,1,1,0,217,751,2,108,-1,,others
5,1,17,1,1,1,217,751,2,108,95, ,others
2,1,18,0,0,0,516,751,3,108,-1,,others
3,1,18,1,0,0,516,751,3,108,-1,,others
4,1,18,1,1,0,516,751,3,108,-1,,others
5,1,18,1,1,1,516,751,3,108,95, ,others
2,1,19,0,0,0,49,855,798,4,-1,,others
3,1,19,1,0,0,49,855,798,4,-1,,others
4,1,19,1,1,0,49,855,798,4,-1,,others
5,1,19,1,1,1,49,855,798,4,95, ,others
2,1,20,0,0,0,48,915,799,5,-1,,others
3,1,20,1,0,0,48,915,799,5,-1,,others
4,1,20,1,1,0,48,915,799,5,-1,,others
5,1,20,1,1,1,48,915,799,5,95, ,others
2,1,21,0,0,0,48,264,4,696,-1,,others
3,1,21,1,0,0,48,264,4,696,-1,,others
4,1,21,1,1,0,48,264,4,696,-1,,others
5,1,21,1,1,1,48,264,4,696,95, ,others
2,1,22,0,0,0,844,264,5,696,-1,,others
3,1,22,1,0,0,844,264,5,696,-1,,others
4,1,22,1,1,0,844,264,5,696,-1,,others
5,1,22,1,1,1,844,264,5,696,95, ,others
2,1,23,0,0,0,49,957,798,4,-1,,others
3,1,23,1,0,0,49,957,798,4,-1,,others
4,1,23,1,1,0,49,957,798,4,-1,,others
5,1,23,1,1,1,49,957,798,4,95, ,others
2,1,24,0,0,0,847,1190,771,4,-1,,others
3,1,24,1,0,0,847,1190,771,4,-1,,others
4,1,24,1,1,0,847,1190,771,4,-1,,others
5,1,24,1,1,1,847,1190,771,4,95, ,others
2,1,25,0,0,0,48,1239,1570,7,-1,,others
3,1,25,1,0,0,48,1239,1570,7,-1,,others
4,1,25,1,1,0,48,1239,1570,7,-1,,others
5,1,25,1,1,1,48,1239,1570,7,95, ,others
2,1,26,0,0,0,48,1286,1570,6,-1,,others
3,1,26,1,0,0,48,1286,1570,6,-1,,others
4,1,26,1,1,0,48,1286,1570,6,-1,,others
5,1,26,1,1,1,48,1286,1570,6,95, ,others
2,1,27,0,0,0,49,1386,1569,6,-1,,others
3,1,27,1,0,0,49,1386,1569,6,-1,,others
4,1,27,1,1,0,49,1386,1569,6,-1,,others
5,1,27,1,1,1,49,1386,1569,6,95, ,others
2,1,28,0,0,0,236,1288,2,186,-1,,others
3,1,28,1,0,0,236,1288,2,186,-1,,others
4,1,28,1,1,0,236,1288,2,186,-1,,others
5,1,28,1,1,1,236,1288,2,186,95, ,others
2,1,29,0,0,0,1179,1288,2,186,-1,,others
3,1,29,1,0,0,1179,1288,2,186,-1,,others
4,1,29,1,1,0,1179,1288,2,186,-1,,others
5,1,29,1,1,1,1179,1288,2,186,95, ,others
2,1,30,0,0,0,1542,1288,3,186,-1,,others
3,1,30,1,0,0,1542,1288,3,186,-1,,others
4,1,30,1,1,0,1542,1288,3,186,-1,,others
5,1,30,1,1,1,1542,1288,3,186,95, ,others
2,1,31,0,0,0,49,1469,1569,6,-1,,others
3,1,31,1,0,0,49,1469,1569,6,-1,,others
4,1,31,1,1,0,49,1469,1569,6,-1,,others
5,1,31,1,1,1,49,1469,1569,6,95, ,others
2,1,32,0,0,0,49,1513,1569,6,-1,,others
3,1,32,1,0,0,49,1513,1569,6,-1,,others
4,1,32,1,1,0,49,1513,1569,6,-1,,others
5,1,32,1,1,1,49,1513,1569,6,95, ,others
2,1,33,0,0,0,49,1556,1569,6,-1,,others
