,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,44,258,1578,273,-1,,others
2,3,1,1,1,0,0,44,258,1578,273,-1,,others
3,4,1,1,1,1,0,44,258,1578,111,-1,,others
4,5,1,1,1,1,1,44,258,1578,111,95,  ,others
5,4,1,1,1,2,0,1070,369,4,36,-1,,others
6,5,1,1,1,2,1,1070,369,4,36,95, ,others
7,4,1,1,1,3,0,251,405,1367,46,-1,,others
8,5,1,1,1,3,1,251,405,1367,46,95,   ,others
9,4,1,1,1,4,0,251,451,826,44,-1,,others
10,5,1,1,1,4,1,251,451,10,37,95, ,others
11,5,1,1,1,4,2,769,451,308,44,95,   ,others
12,4,1,1,1,5,0,251,495,826,36,-1,,others
13,5,1,1,1,5,1,251,495,826,36,95, ,others
14,2,1,2,0,0,0,44,334,213,104,-1,,others
15,3,1,2,1,0,0,44,334,213,104,-1,,others
16,4,1,2,1,1,0,44,334,213,72,-1,,others
17,5,1,2,1,1,1,44,334,213,72,95,  ,others
18,4,1,2,1,2,0,48,406,209,32,-1,,others
19,5,1,2,1,2,1,48,406,209,32,95, ,others
20,2,1,3,0,0,0,68,378,158,19,-1,,others
21,3,1,3,1,0,0,68,378,158,19,-1,,others
22,4,1,3,1,1,0,68,378,158,19,-1,,others
23,5,1,3,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
24,2,1,4,0,0,0,68,459,106,20,-1,,others
25,3,1,4,1,0,0,68,459,106,20,-1,,others
26,4,1,4,1,1,0,68,459,106,20,-1,,others
27,5,1,4,1,1,1,68,459,54,20,95,Unit.,unitloc_key
28,5,1,4,1,1,2,132,460,42,19,95,Loc.,unitloc_key
29,2,1,5,0,0,0,251,488,24,7,-1,,others
30,3,1,5,1,0,0,251,488,24,7,-1,,others
31,4,1,5,1,1,0,251,488,24,7,-1,,others
32,5,1,5,1,1,1,251,488,24,7,95, ,others
33,2,1,6,0,0,0,273,378,682,19,-1,,others
34,3,1,6,1,0,0,273,378,682,19,-1,,others
35,4,1,6,1,1,0,273,378,682,19,-1,,others
36,5,1,6,1,1,1,273,378,45,18,96,ATG,others
37,5,1,6,1,1,2,327,378,39,18,95,SRL,others
38,5,1,6,1,1,3,863,378,92,19,92,CLIENTE,cliente_key
39,2,1,7,0,0,0,275,458,494,25,-1,,others
40,3,1,7,1,0,0,275,458,494,25,-1,,others
41,4,1,7,1,1,0,275,458,494,25,-1,,others
42,5,1,7,1,1,1,275,460,57,18,89,PRATO,others
43,5,1,7,1,1,2,333,460,16,18,89,-,others
44,5,1,7,1,1,3,357,460,48,18,93,Via,others
45,5,1,7,1,1,4,414,459,93,23,93,"Goldoni,",others
46,5,1,7,1,1,5,516,458,37,24,96,6/8,others
47,5,1,7,1,1,6,561,460,69,18,93,59100,others
48,5,1,7,1,1,7,639,460,74,18,92,PRATO,others
49,5,1,7,1,1,8,722,459,47,24,96,(PO),others
50,2,1,8,0,0,0,769,488,94,6,-1,,others
51,3,1,8,1,0,0,769,488,94,6,-1,,others
52,4,1,8,1,1,0,769,488,94,6,-1,,others
53,5,1,8,1,1,1,769,488,94,6,95, ,others
54,2,1,9,0,0,0,759,40,111,43,-1,,others
55,3,1,9,1,0,0,759,40,111,43,-1,,others
56,4,1,9,1,1,0,759,40,111,43,-1,,others
57,5,1,9,1,1,1,759,40,111,43,0,&<“,others
58,2,1,10,0,0,0,669,89,334,28,-1,,others
59,3,1,10,1,0,0,669,89,334,28,-1,,others
60,4,1,10,1,1,0,669,89,334,28,-1,,others
61,5,1,10,1,1,1,669,89,334,28,90,EUROCORPORATION,others
62,2,1,11,0,0,0,742,124,188,7,-1,,others
