,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,111,43,-1,,others
2,3,1,1,1,0,0,759,40,111,43,-1,,others
3,4,1,1,1,1,0,759,40,111,43,-1,,others
4,5,1,1,1,1,1,759,40,111,43,14,af,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,180,-1,,others
17,3,1,4,1,0,0,44,258,1578,180,-1,,others
18,4,1,4,1,1,0,44,258,1578,111,-1,,others
19,5,1,4,1,1,1,44,258,1578,111,95,  ,others
20,4,1,4,1,2,0,1070,369,4,36,-1,,others
21,5,1,4,1,2,1,1070,369,4,36,95, ,others
22,4,1,4,1,3,0,1070,405,548,33,-1,,others
23,5,1,4,1,3,1,1070,405,548,33,95, ,others
24,2,1,5,0,0,0,44,334,1033,178,-1,,others
25,3,1,5,1,0,0,44,334,1033,178,-1,,others
26,4,1,5,1,1,0,44,334,213,72,-1,,others
27,5,1,5,1,1,1,44,334,213,72,95,  ,others
28,4,1,5,1,2,0,48,406,1029,64,-1,,others
29,5,1,5,1,2,1,48,406,213,64,95,  ,others
30,5,1,5,1,2,2,1066,438,11,32,95, ,others
31,4,1,5,1,3,0,251,470,826,18,-1,,others
32,5,1,5,1,3,1,251,470,10,18,95, ,others
33,5,1,5,1,3,2,1066,470,11,18,95, ,others
34,4,1,5,1,4,0,251,488,23,24,-1,,others
35,5,1,5,1,4,1,251,488,23,24,95, ,others
36,2,1,6,0,0,0,68,378,158,19,-1,,others
37,3,1,6,1,0,0,68,378,158,19,-1,,others
38,4,1,6,1,1,0,68,378,158,19,-1,,others
39,5,1,6,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
40,2,1,7,0,0,0,274,443,485,22,-1,,others
41,3,1,7,1,0,0,274,443,485,22,-1,,others
42,4,1,7,1,1,0,274,443,485,22,-1,,others
43,5,1,7,1,1,1,274,443,119,18,86,SCANDICCI,others
44,5,1,7,1,1,2,402,453,7,2,91,-,others
45,5,1,7,1,1,3,416,443,34,18,96,Via,others
46,5,1,7,1,1,4,458,443,89,18,93,Antonio,others
47,5,1,7,1,1,5,556,443,85,22,91,"Meucci,",others
48,5,1,7,1,1,6,657,443,25,18,87,31,others
49,5,1,7,1,1,7,691,443,68,18,87,50018,others
50,2,1,8,0,0,0,68,460,368,40,-1,,others
51,3,1,8,1,0,0,68,460,368,40,-1,,others
52,4,1,8,1,1,0,68,460,368,40,-1,,others
53,5,1,8,1,1,1,68,460,106,19,18,oe,others
54,5,1,8,1,1,2,274,477,114,18,84,SCANDICCI,others
55,5,1,8,1,1,3,390,476,46,24,69,(Fl),others
56,2,1,9,0,0,0,273,378,682,19,-1,,others
57,3,1,9,1,0,0,273,378,682,19,-1,,others
58,4,1,9,1,1,0,273,378,682,19,-1,,others
59,5,1,9,1,1,1,273,378,105,18,92,ALBATROS,others
60,5,1,9,1,1,2,380,378,57,18,96,SRL,others
61,5,1,9,1,1,3,863,378,92,19,92,CLIENTE,cliente_key
62,2,1,10,0,0,0,1095,295,279,37,-1,,others
