,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,104,42,-1,,others
2,3,1,1,1,0,0,759,40,104,42,-1,,others
3,4,1,1,1,1,0,759,40,104,42,-1,,others
4,5,1,1,1,1,1,759,40,104,42,44,a,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,759,140,155,61,-1,,others
10,3,1,3,1,0,0,759,140,155,61,-1,,others
11,4,1,3,1,1,0,759,140,155,61,-1,,others
12,5,1,3,1,1,1,759,140,155,61,64,ow,others
13,2,1,4,0,0,0,48,263,1570,4,-1,,others
14,3,1,4,1,0,0,48,263,1570,4,-1,,others
15,4,1,4,1,1,0,48,263,1570,4,-1,,others
16,5,1,4,1,1,1,48,263,1570,4,95, ,others
17,2,1,5,0,0,0,49,357,1569,4,-1,,others
18,3,1,5,1,0,0,49,357,1569,4,-1,,others
19,4,1,5,1,1,0,49,357,1569,4,-1,,others
20,5,1,5,1,1,1,49,357,1569,4,95, ,others
21,2,1,6,0,0,0,845,432,773,2,-1,,others
22,3,1,6,1,0,0,845,432,773,2,-1,,others
23,4,1,6,1,1,0,845,432,773,2,-1,,others
24,5,1,6,1,1,1,845,432,773,2,95, ,others
25,2,1,7,0,0,0,49,521,798,4,-1,,others
26,3,1,7,1,0,0,49,521,798,4,-1,,others
27,4,1,7,1,1,0,49,521,798,4,-1,,others
28,5,1,7,1,1,1,49,521,798,4,95, ,others
29,2,1,8,0,0,0,845,541,773,2,-1,,others
30,3,1,8,1,0,0,845,541,773,2,-1,,others
31,4,1,8,1,1,0,845,541,773,2,-1,,others
32,5,1,8,1,1,1,845,541,773,2,95, ,others
33,2,1,9,0,0,0,845,596,773,2,-1,,others
34,3,1,9,1,0,0,845,596,773,2,-1,,others
35,4,1,9,1,1,0,845,596,773,2,-1,,others
36,5,1,9,1,1,1,845,596,773,2,95, ,others
37,2,1,10,0,0,0,49,628,798,4,-1,,others
38,3,1,10,1,0,0,49,628,798,4,-1,,others
39,4,1,10,1,1,0,49,628,798,4,-1,,others
40,5,1,10,1,1,1,49,628,798,4,95, ,others
41,2,1,11,0,0,0,254,358,4,345,-1,,others
42,3,1,11,1,0,0,254,358,4,345,-1,,others
43,4,1,11,1,1,0,254,358,4,345,-1,,others
44,5,1,11,1,1,1,254,358,4,345,95, ,others
45,2,1,12,0,0,0,847,703,771,2,-1,,others
46,3,1,12,1,0,0,847,703,771,2,-1,,others
47,4,1,12,1,1,0,847,703,771,2,-1,,others
48,5,1,12,1,1,1,847,703,771,2,95, ,others
49,2,1,13,0,0,0,1112,725,26,1,-1,,others
50,3,1,13,1,0,0,1112,725,26,1,-1,,others
51,4,1,13,1,1,0,1112,725,26,1,-1,,others
52,5,1,13,1,1,1,1112,725,26,1,95, ,others
53,2,1,14,0,0,0,49,369,1531,378,-1,,others
54,3,1,14,1,0,0,49,369,1531,378,-1,,others
55,4,1,14,1,1,0,68,369,1512,36,-1,,others
56,5,1,14,1,1,1,68,378,158,18,91,PRODUTTORE,produttore_key
57,5,1,14,1,1,2,0,0,1653,2339,93,|,others
58,5,1,14,1,1,3,275,377,224,19,85,BENCISTA'GIUSEPPE,others
59,5,1,14,1,1,4,509,378,20,18,84,DI,others
60,5,1,14,1,1,5,540,377,112,19,69,BENCISTA',others
61,5,1,14,1,1,6,662,378,83,18,93,CESARE,others
62,5,1,14,1,1,7,754,378,16,18,92,&,others
63,5,1,14,1,1,8,779,378,61,18,35,C.SAS|,others
64,5,1,14,1,1,9,864,387,90,18,42,CLENTE,others
65,5,1,14,1,1,10,1090,369,209,19,66,BENCISTA'GIUSEPPE,others
66,5,1,14,1,1,11,1302,370,40,18,82,DI,others
67,5,1,14,1,1,12,1352,369,111,19,50,BENCISTA',others
68,5,1,14,1,1,13,1472,370,69,18,93,CESARE,others
69,5,1,14,1,1,14,1545,370,35,18,93,&,others
70,4,1,14,1,2,0,49,404,1101,18,-1,,others
71,5,1,14,1,2,1,49,412,798,3,23,Re,others
72,5,1,14,1,2,2,1089,404,61,18,80,C.SAS,others
73,4,1,14,1,3,0,68,458,1146,25,-1,,others
74,5,1,14,1,3,1,68,460,54,18,96,Unit.,unitloc_key
