level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
1,1,0,0,0,0,0,0,1653,2339,-1,,others
2,1,1,0,0,0,759,40,111,43,-1,,others
3,1,1,1,0,0,759,40,111,43,-1,,others
4,1,1,1,1,0,759,40,111,43,-1,,others
5,1,1,1,1,1,759,40,111,43,14,af,others
2,1,2,0,0,0,44,260,1578,104,-1,,others
3,1,2,1,0,0,44,260,1578,104,-1,,others
4,1,2,1,1,0,44,260,1578,104,-1,,others
5,1,2,1,1,1,44,260,1578,104,95, ,others
2,1,3,0,0,0,48,411,1570,5,-1,,others
3,1,3,1,0,0,48,411,1570,5,-1,,others
4,1,3,1,1,0,48,411,1570,5,-1,,others
5,1,3,1,1,1,48,411,1570,5,95, ,others
2,1,4,0,0,0,48,521,1570,4,-1,,others
3,1,4,1,0,0,48,521,1570,4,-1,,others
4,1,4,1,1,0,48,521,1570,4,-1,,others
5,1,4,1,1,1,48,521,1570,4,95, ,others
2,1,5,0,0,0,48,575,1570,5,-1,,others
3,1,5,1,0,0,48,575,1570,5,-1,,others
4,1,5,1,1,0,48,575,1570,5,-1,,others
5,1,5,1,1,1,48,575,1570,5,95, ,others
2,1,6,0,0,0,48,628,1570,4,-1,,others
3,1,6,1,0,0,48,628,1570,4,-1,,others
4,1,6,1,1,0,48,628,1570,4,-1,,others
5,1,6,1,1,1,48,628,1570,4,95, ,others
2,1,7,0,0,0,255,360,2,324,-1,,others
3,1,7,1,0,0,255,360,2,324,-1,,others
4,1,7,1,1,0,255,360,2,324,-1,,others
5,1,7,1,1,1,255,360,2,324,95, ,others
2,1,8,0,0,0,847,684,771,2,-1,,others
3,1,8,1,0,0,847,684,771,2,-1,,others
4,1,8,1,1,0,847,684,771,2,-1,,others
5,1,8,1,1,1,847,684,771,2,95, ,others
2,1,9,0,0,0,1070,360,3,393,-1,,others
3,1,9,1,0,0,1070,360,3,393,-1,,others
4,1,9,1,1,0,1070,360,3,393,-1,,others
5,1,9,1,1,1,1070,360,3,393,95, ,others
2,1,10,0,0,0,44,680,807,78,-1,,others
3,1,10,1,0,0,44,680,807,78,-1,,others
4,1,10,1,1,0,44,680,807,78,-1,,others
5,1,10,1,1,1,44,680,807,78,95, ,others
2,1,11,0,0,0,847,750,771,3,-1,,others
3,1,11,1,0,0,847,750,771,3,-1,,others
4,1,11,1,1,0,847,750,771,3,-1,,others
5,1,11,1,1,1,847,750,771,3,95, ,others
2,1,12,0,0,0,48,802,799,5,-1,,others
3,1,12,1,0,0,48,802,799,5,-1,,others
4,1,12,1,1,0,48,802,799,5,-1,,others
5,1,12,1,1,1,48,802,799,5,95, ,others
2,1,13,0,0,0,66,89,1489,757,-1,,others
3,1,13,1,0,0,66,89,1489,757,-1,,others
4,1,13,1,1,0,669,89,334,28,-1,,others
5,1,13,1,1,1,669,89,334,28,92,EUROCORPORATION,others
4,1,13,1,2,0,68,378,1282,19,-1,,others
5,1,13,1,2,1,68,378,158,19,91,PRODUTTORE,produttore_key
5,1,13,1,2,2,275,378,50,18,93,PADI,produttore_value
5,1,13,1,2,3,335,378,152,18,91,COSTRUZIONI,produttore_value
5,1,13,1,2,4,496,378,39,18,96,SRL,produttore_value
5,1,13,1,2,5,863,378,92,19,92,CLIENTE,others
5,1,13,1,2,6,1090,378,50,18,93,PADI,others
5,1,13,1,2,7,1150,378,152,18,91,COSTRUZIONI,others
5,1,13,1,2,8,1312,378,38,18,96,SRL,others
4,1,13,1,3,0,275,425,502,24,-1,,others
5,1,13,1,3,1,275,426,62,18,92,BAGNO,unitloc_value
5,1,13,1,3,2,340,426,40,18,83,A,unitloc_value
5,1,13,1,3,3,388,426,65,18,83,RIPOLI,unitloc_value
5,1,13,1,3,4,455,426,19,18,89,-,unitloc_value
5,1,13,1,3,5,481,425,94,24,91,Autogrill,unitloc_value
5,1,13,1,3,6,583,426,45,18,93,ADS,unitloc_value
5,1,13,1,3,7,637,426,90,18,91,CHIANTI,unitloc_value
5,1,13,1,3,8,738,426,39,22,96,"EST,",unitloc_value
4,1,13,1,4,0,68,459,1487,24,-1,,others
5,1,13,1,4,1,68,459,54,20,95,Unit.,unitloc_key
5,1,13,1,4,2,132,460,42,19,95,Loc.,unitloc_key
5,1,13,1,4,3,275,460,119,18,91,DIREZIONE,unitloc_value
5,1,13,1,4,4,404,460,48,18,92,NORD,unitloc_value
5,1,13,1,4,5,455,459,144,19,92,Autostrada,unitloc_value
5,1,13,1,4,6,607,460,29,18,90,A1,unitloc_value
5,1,13,1,4,7,645,460,68,18,92,50012,unitloc_value
5,1,13,1,4,8,723,460,81,18,90,BAGNO,unitloc_value
5,1,13,1,4,9,0,0,1653,2339,96,A,unitloc_value
5,1,13,1,4,10,811,460,16,18,93,|,others
5,1,13,1,4,11,863,460,119,23,91,Operatore,others
5,1,13,1,4,12,1089,460,107,23,92,Guergana,others
5,1,13,1,4,13,1205,460,115,23,91,Stoyanova,others
5,1,13,1,4,14,1329,470,7,2,91,-,others
5,1,13,1,4,15,1345,459,56,19,96,Mob.,others
5,1,13,1,4,16,1410,460,41,18,96,346,others
5,1,13,1,4,17,1458,460,97,18,96,8704488,others
4,1,13,1,5,0,275,493,119,24,-1,,others
5,1,13,1,5,1,275,494,69,18,89,RIPOLI,others
5,1,13,1,5,2,361,493,33,24,80,(Fl),others
4,1,13,1,6,0,68,541,1174,20,-1,,others
5,1,13,1,6,1,68,541,113,20,90,Referente,others
5,1,13,1,6,2,274,541,122,19,92,Gianfranco,others
5,1,13,1,6,3,405,542,130,18,91,Cammisano,others
5,1,13,1,6,4,863,542,26,19,93,CF,others
5,1,13,1,6,5,898,541,125,20,92,Produttore,others
5,1,13,1,6,6,1089,542,153,18,96,4203310968,others
4,1,13,1,7,0,66,593,1389,25,-1,,others
5,1,13,1,7,1,66,594,102,20,92,Telefono,others
5,1,13,1,7,2,274,593,149,24,92,348/4356913,others
5,1,13,1,7,3,864,594,61,20,95,Email,others
5,1,13,1,7,4,933,594,80,20,96,Cliente,others
5,1,13,1,7,5,1089,595,366,23,87,s.pastore@PADICOSTRUZIONI.IT,others
4,1,13,1,8,0,68,647,1387,25,-1,,others
5,1,13,1,8,1,68,649,52,19,93,Data,datarichiesta_key
5,1,13,1,8,2,129,648,101,20,92,Richiesta,datarichiesta_key
5,1,13,1,8,3,293,647,131,24,94,11-02-2022,datarichiesta_value
5,1,13,1,8,4,0,0,1653,2339,93,|,others
5,1,13,1,8,5,469,648,73,20,92,Orario,orariorichiesta_key
5,1,13,1,8,6,550,648,96,20,91,richiesta,orariorichiesta_key
5,1,13,1,8,7,726,649,62,18,96,08:00,orariorichiesta_value
5,1,13,1,8,8,864,648,61,20,92,Email,others
5,1,13,1,8,9,934,648,125,20,92,Produttore,others
5,1,13,1,8,10,0,0,1653,2339,87,|,others
5,1,13,1,8,11,1089,649,366,23,83,s.pastore@PADICOSTRUZIONI.IT,others
4,1,13,1,9,0,863,705,276,27,-1,,others
5,1,13,1,9,1,863,710,38,18,81,ZTL,others
5,1,13,1,9,2,1112,705,27,27,42,oO,others
4,1,13,1,10,0,68,765,1085,26,-1,,others
5,1,13,1,10,1,68,769,90,20,93,Mattina,others
5,1,13,1,10,2,229,769,56,20,96,Dalle,others
5,1,13,1,10,3,377,770,62,18,96,08:00,others
5,1,13,1,10,4,527,769,43,20,95,Alle,others
5,1,13,1,10,5,857,765,59,25,96,PER,others
5,1,13,1,10,6,927,765,38,25,93,LA,others
5,1,13,1,10,7,976,765,177,26,90,LOGISTICA:,others
4,1,13,1,11,0,68,822,1205,24,-1,,others
5,1,13,1,11,1,68,822,129,24,92,Pomeriggio,others
5,1,13,1,11,2,0,0,1653,2339,90,|,others
5,1,13,1,11,3,229,822,56,20,90,Dalle,others
5,1,13,1,11,4,527,822,43,20,96,Alle,others
5,1,13,1,11,5,694,823,61,18,96,17:00,others
5,1,13,1,11,6,865,823,57,18,92,LUNE,others
