,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,111,43,-1,,others
2,3,1,1,1,0,0,759,40,111,43,-1,,others
3,4,1,1,1,1,0,759,40,111,43,-1,,others
4,5,1,1,1,1,1,759,40,111,43,0,&<“,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,1095,295,279,37,-1,,others
17,3,1,4,1,0,0,1095,295,279,37,-1,,others
18,4,1,4,1,1,0,1095,295,279,37,-1,,others
19,5,1,4,1,1,1,1095,296,83,35,93,PER,others
20,5,1,4,1,1,2,1196,295,178,37,92,UFFICIO,others
21,2,1,5,0,0,0,1088,369,444,53,-1,,others
22,3,1,5,1,0,0,1088,369,444,53,-1,,others
23,4,1,5,1,1,0,1090,369,442,24,-1,,others
24,5,1,5,1,1,1,1090,370,78,18,93,Istituto,others
25,5,1,5,1,1,2,1177,370,108,18,90,Istruzione,others
26,5,1,5,1,1,3,1294,369,121,19,92,Secondaria,others
27,5,1,5,1,1,4,1424,370,108,23,96,Superiore,others
28,4,1,5,1,2,0,1088,403,397,19,-1,,others
29,5,1,5,1,2,1,1088,404,80,18,93,Tecnica,others
30,5,1,5,1,2,2,1178,409,11,13,93,e,others
31,5,1,5,1,2,3,1199,403,74,19,92,Liceale,others
32,5,1,5,1,2,4,1282,404,56,18,91,Piero,others
33,5,1,5,1,2,5,1346,403,139,19,91,Calamandrei,others
34,2,1,6,0,0,0,44,258,1578,250,-1,,others
35,3,1,6,1,0,0,44,258,1578,250,-1,,others
36,4,1,6,1,1,0,44,258,1578,120,-1,,others
37,5,1,6,1,1,1,44,258,1578,120,95,  ,others
38,4,1,6,1,2,0,1066,378,12,37,-1,,others
39,5,1,6,1,2,1,1066,378,12,37,95,  ,others
40,4,1,6,1,3,0,251,415,826,37,-1,,others
41,5,1,6,1,3,1,251,415,826,37,95,   ,others
42,4,1,6,1,4,0,251,452,22,56,-1,,others
43,5,1,6,1,4,1,251,452,22,56,95,  ,others
44,2,1,7,0,0,0,44,357,231,58,-1,,others
45,3,1,7,1,0,0,44,357,231,58,-1,,others
46,4,1,7,1,1,0,44,357,231,21,-1,,others
47,5,1,7,1,1,1,44,357,231,21,95, ,others
48,4,1,7,1,2,0,250,378,12,37,-1,,others
49,5,1,7,1,2,1,250,378,12,37,95,  ,others
50,2,1,8,0,0,0,275,369,551,53,-1,,others
51,3,1,8,1,0,0,275,369,551,53,-1,,others
52,4,1,8,1,1,0,275,369,551,24,-1,,others
53,5,1,8,1,1,1,275,370,78,18,91,Istituto,others
54,5,1,8,1,1,2,362,370,108,18,91,Istruzione,others
55,5,1,8,1,1,3,479,369,121,19,92,Secondaria,others
56,5,1,8,1,1,4,609,370,108,23,96,Superiore,others
57,5,1,8,1,1,5,724,370,81,18,92,Tecnica,others
58,5,1,8,1,1,6,814,375,12,13,92,e,others
59,4,1,8,1,2,0,275,403,286,19,-1,,others
60,5,1,8,1,2,1,275,403,74,19,92,Liceale,others
61,5,1,8,1,2,2,359,404,55,18,92,Piero,others
