,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,44,258,1578,254,-1,,others
2,3,1,1,1,0,0,44,258,1578,254,-1,,others
3,4,1,1,1,1,0,44,258,1578,111,-1,,others
4,5,1,1,1,1,1,44,258,1578,111,95,  ,others
5,4,1,1,1,2,0,1070,369,4,36,-1,,others
6,5,1,1,1,2,1,1070,369,4,36,95, ,others
7,4,1,1,1,3,0,1070,405,548,33,-1,,others
8,5,1,1,1,3,1,1070,405,548,33,95, ,others
9,4,1,1,1,4,0,251,438,826,74,-1,,others
10,5,1,1,1,4,1,251,470,22,42,95,  ,others
11,5,1,1,1,4,2,1066,438,11,51,95,  ,others
12,2,1,2,0,0,0,44,334,217,136,-1,,others
13,3,1,2,1,0,0,44,334,217,136,-1,,others
14,4,1,2,1,1,0,44,334,213,72,-1,,others
15,5,1,2,1,1,1,44,334,213,72,95,  ,others
16,4,1,2,1,2,0,48,406,213,64,-1,,others
17,5,1,2,1,2,1,48,406,213,64,95,  ,others
18,2,1,3,0,0,0,68,378,158,19,-1,,others
19,3,1,3,1,0,0,68,378,158,19,-1,,others
20,4,1,3,1,1,0,68,378,158,19,-1,,others
21,5,1,3,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
22,2,1,4,0,0,0,68,460,485,40,-1,,others
23,3,1,4,1,0,0,68,460,485,40,-1,,others
24,4,1,4,1,1,0,68,460,485,40,-1,,others
25,5,1,4,1,1,1,68,460,106,19,18,oe,others
26,5,1,4,1,1,2,273,477,69,18,93,TERRE,others
27,5,1,4,1,1,3,352,477,131,18,92,ROVERESCHE,others
28,5,1,4,1,1,4,488,476,65,24,96,(PU),others
29,2,1,5,0,0,0,275,378,680,19,-1,,others
30,3,1,5,1,0,0,275,378,680,19,-1,,others
31,4,1,5,1,1,0,275,378,680,19,-1,,others
32,5,1,5,1,1,1,275,378,85,18,96,ITALIAN,others
33,5,1,5,1,1,2,369,378,108,18,95,WINDOW,others
34,5,1,5,1,1,3,487,378,158,18,96,DISTRIBUTION,others
35,5,1,5,1,1,4,653,378,103,18,96,TRADING,others
