,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,759,40,110,43,-1,,others
2,3,1,1,1,0,0,759,40,110,43,-1,,others
3,4,1,1,1,1,0,759,40,110,43,-1,,others
4,5,1,1,1,1,1,759,40,110,43,0,=,others
5,2,1,2,0,0,0,669,89,334,28,-1,,others
6,3,1,2,1,0,0,669,89,334,28,-1,,others
7,4,1,2,1,1,0,669,89,334,28,-1,,others
8,5,1,2,1,1,1,669,89,334,28,90,EUROCORPORATION,others
9,2,1,3,0,0,0,742,124,188,7,-1,,others
10,3,1,3,1,0,0,742,124,188,7,-1,,others
11,4,1,3,1,1,0,742,124,188,7,-1,,others
12,5,1,3,1,1,1,742,124,74,7,34,CONSULENZA,others
13,5,1,3,1,1,2,820,124,5,7,53,E,others
14,5,1,3,1,1,3,829,124,53,7,79,GESTIONE,others
15,5,1,3,1,1,4,888,124,42,7,73,RIFLUTL,others
16,2,1,4,0,0,0,44,258,1578,180,-1,,others
17,3,1,4,1,0,0,44,258,1578,180,-1,,others
18,4,1,4,1,1,0,44,258,1578,111,-1,,others
19,5,1,4,1,1,1,44,258,1578,111,95,  ,others
20,4,1,4,1,2,0,1070,369,4,36,-1,,others
21,5,1,4,1,2,1,1070,369,4,36,95, ,others
22,4,1,4,1,3,0,1070,405,548,33,-1,,others
23,5,1,4,1,3,1,1070,405,548,33,95, ,others
24,2,1,5,0,0,0,44,334,1033,178,-1,,others
25,3,1,5,1,0,0,44,334,1033,178,-1,,others
26,4,1,5,1,1,0,44,334,213,72,-1,,others
27,5,1,5,1,1,1,44,334,213,72,95,  ,others
28,4,1,5,1,2,0,48,406,1029,64,-1,,others
29,5,1,5,1,2,1,48,406,213,64,95,  ,others
30,5,1,5,1,2,2,1066,438,11,32,95, ,others
31,4,1,5,1,3,0,251,470,826,19,-1,,others
32,5,1,5,1,3,1,251,470,10,19,95, ,others
33,5,1,5,1,3,2,1066,470,11,19,95, ,others
34,4,1,5,1,4,0,251,489,24,23,-1,,others
35,5,1,5,1,4,1,251,489,24,23,95, ,others
36,2,1,6,0,0,0,68,378,158,19,-1,,others
37,3,1,6,1,0,0,68,378,158,19,-1,,others
38,4,1,6,1,1,0,68,378,158,19,-1,,others
39,5,1,6,1,1,1,68,378,158,19,91,PRODUTTORE,produttore_key
40,2,1,7,0,0,0,275,443,456,18,-1,,others
41,3,1,7,1,0,0,275,443,456,18,-1,,others
42,4,1,7,1,1,0,275,443,456,18,-1,,others
43,5,1,7,1,1,1,275,443,127,18,91,MONTELUPO,others
44,5,1,7,1,1,2,405,443,31,18,92,-,others
45,5,1,7,1,1,3,443,443,38,18,95,VIA,others
46,5,1,7,1,1,4,490,443,68,18,93,DELLA,others
47,5,1,7,1,1,5,566,443,54,18,93,PESA,others
48,5,1,7,1,1,6,627,443,27,18,96,48,others
49,5,1,7,1,1,7,662,443,69,18,96,50056,others
50,2,1,8,0,0,0,68,460,395,40,-1,,others
51,3,1,8,1,0,0,68,460,395,40,-1,,others
52,4,1,8,1,1,0,68,460,395,40,-1,,others
53,5,1,8,1,1,1,68,460,106,19,2,So,others
54,5,1,8,1,1,2,275,477,127,18,92,MONTELUPO,others
55,5,1,8,1,1,3,405,476,58,24,81,(Fl),others
56,2,1,9,0,0,0,274,378,681,19,-1,,others
57,3,1,9,1,0,0,274,378,681,19,-1,,others
58,4,1,9,1,1,0,274,378,681,19,-1,,others
59,5,1,9,1,1,1,274,378,89,18,96,COMUNE,others
60,5,1,9,1,1,2,368,378,39,18,90,DI,others
61,5,1,9,1,1,3,418,378,146,18,89,MONTELUPO,others
62,5,1,9,1,1,4,574,378,138,18,91,FIORENTINO,others
63,5,1,9,1,1,5,863,378,92,19,92,CLIENTE,cliente_key
64,2,1,10,0,0,0,1095,295,279,37,-1,,others
65,3,1,10,1,0,0,1095,295,279,37,-1,,others
66,4,1,10,1,1,0,1095,295,279,37,-1,,others
67,5,1,10,1,1,1,1095,296,83,35,93,PER,others
68,5,1,10,1,1,2,1196,295,178,37,92,UFFICIO,others
69,2,1,11,0,0,0,1089,378,438,18,-1,,others
70,3,1,11,1,0,0,1089,378,438,18,-1,,others
71,4,1,11,1,1,0,1089,378,438,18,-1,,others
72,5,1,11,1,1,1,1089,378,90,18,96,COMUNE,others
73,5,1,11,1,1,2,1183,378,39,18,90,DI,others
74,5,1,11,1,1,3,1233,378,128,18,88,MONTELUPO,others
75,5,1,11,1,1,4,1363,378,164,18,88,FIORENTINO,others
76,2,1,12,0,0,0,863,459,680,24,-1,,others
77,3,1,12,1,0,0,863,459,680,24,-1,,others
78,4,1,12,1,1,0,863,459,680,24,-1,,others
79,5,1,12,1,1,1,863,460,119,23,91,Operatore,operatore_key
80,5,1,12,1,1,2,1088,460,110,18,93,Tommaso,others
81,5,1,12,1,1,3,1207,459,101,19,92,Orlandini,others
82,5,1,12,1,1,4,1317,470,7,2,93,-,others
83,5,1,12,1,1,5,1333,459,56,19,96,Mob.,others
84,5,1,12,1,1,6,1398,460,40,18,96,393,others
85,5,1,12,1,1,7,1446,460,97,18,96,8849987,others
86,2,1,13,0,0,0,251,489,826,42,-1,,others
87,3,1,13,1,0,0,251,489,826,42,-1,,others
88,4,1,13,1,1,0,463,489,614,23,-1,,others
89,5,1,13,1,1,1,463,489,614,23,95,  ,others
90,4,1,13,1,2,0,251,512,826,19,-1,,others
91,5,1,13,1,2,1,251,512,826,19,95, ,others
92,2,1,14,0,0,0,48,518,1570,10,-1,,others
93,3,1,14,1,0,0,48,518,1570,10,-1,,others
94,4,1,14,1,1,0,48,518,1570,10,-1,,others
95,5,1,14,1,1,1,48,518,1570,10,95, ,others
96,2,1,15,0,0,0,44,531,24,40,-1,,others
97,3,1,15,1,0,0,44,531,24,40,-1,,others
98,4,1,15,1,1,0,44,531,24,40,-1,,others
99,5,1,15,1,1,1,44,531,24,40,95, ,others
100,2,1,16,0,0,0,68,541,417,20,-1,,others
101,3,1,16,1,0,0,68,541,417,20,-1,,others
102,4,1,16,1,1,0,68,541,417,20,-1,,others
103,5,1,16,1,1,1,68,541,113,20,90,Referente,referente_key
104,5,1,16,1,1,2,275,542,111,18,93,MASSIMO,others
105,5,1,16,1,1,3,396,542,89,18,69,PERUZZI,others
106,2,1,17,0,0,0,44,581,230,43,-1,,others
107,3,1,17,1,0,0,44,581,230,43,-1,,others
108,4,1,17,1,1,0,44,581,230,43,-1,,others
109,5,1,17,1,1,1,44,581,230,43,95,  ,others
110,2,1,18,0,0,0,66,593,357,24,-1,,others
111,3,1,18,1,0,0,66,593,357,24,-1,,others
112,4,1,18,1,1,0,66,593,357,24,-1,,others
113,5,1,18,1,1,1,66,594,102,20,92,Telefono,telefono_key
114,5,1,18,1,1,2,274,593,149,24,91,335/5751041,others
115,2,1,19,0,0,0,168,584,106,45,-1,,others
116,3,1,19,1,0,0,168,584,106,45,-1,,others
117,4,1,19,1,1,0,168,584,106,45,-1,,others
118,5,1,19,1,1,1,168,584,106,45,95,  ,others
119,2,1,20,0,0,0,44,531,1578,98,-1,,others
120,3,1,20,1,0,0,44,531,1578,98,-1,,others
121,4,1,20,1,1,0,44,531,1578,53,-1,,others
122,5,1,20,1,1,1,44,531,1578,53,95,        ,others
123,4,1,20,1,2,0,423,584,666,45,-1,,others
124,5,1,20,1,2,1,423,584,666,45,95,   ,others
125,2,1,21,0,0,0,1023,531,599,38,-1,,others
126,3,1,21,1,0,0,1023,531,599,38,-1,,others
127,4,1,21,1,1,0,1023,531,599,38,-1,,others
128,5,1,21,1,1,1,1023,531,66,38,95,  ,others
129,5,1,21,1,1,2,1242,533,380,36,95, ,others
130,2,1,22,0,0,0,863,541,379,20,-1,,others
131,3,1,22,1,0,0,863,541,379,20,-1,,others
132,4,1,22,1,1,0,863,541,379,20,-1,,others
133,5,1,22,1,1,1,863,542,26,19,93,CF,cfproduttore_key
134,5,1,22,1,1,2,898,541,125,20,91,Produttore,cfproduttore_key
135,5,1,22,1,1,3,1089,542,153,18,96,00614510485,others
136,2,1,23,0,0,0,1609,582,13,42,-1,,others
137,3,1,23,1,0,0,1609,582,13,42,-1,,others
138,4,1,23,1,1,0,1609,582,13,42,-1,,others
139,5,1,23,1,1,1,1609,582,13,42,95,  ,others
140,2,1,24,0,0,0,864,594,745,24,-1,,others
141,3,1,24,1,0,0,864,594,745,24,-1,,others
142,4,1,24,1,1,0,864,594,745,24,-1,,others
143,5,1,24,1,1,1,864,594,61,20,96,Email,emailcliente_key
144,5,1,24,1,1,2,933,594,80,20,96,Cliente,emailcliente_key
145,5,1,24,1,1,3,1089,594,520,24,88,ambiente@comune.montelupo-fiorentino.fi.it,others
146,2,1,25,0,0,0,51,625,1567,10,-1,,others
147,3,1,25,1,0,0,51,625,1567,10,-1,,others
148,4,1,25,1,1,0,51,625,1567,10,-1,,others
149,5,1,25,1,1,1,51,625,1567,10,95, ,others
150,2,1,26,0,0,0,44,638,248,45,-1,,others
151,3,1,26,1,0,0,44,638,248,45,-1,,others
152,4,1,26,1,1,0,44,638,248,45,-1,,others
153,5,1,26,1,1,1,44,638,248,45,95,  ,others
154,2,1,27,0,0,0,68,647,578,24,-1,,others
155,3,1,27,1,0,0,68,647,578,24,-1,,others
156,4,1,27,1,1,0,68,647,578,24,-1,,others
157,5,1,27,1,1,1,68,649,52,19,93,Data,datarichiesta_key
158,5,1,27,1,1,2,129,648,101,20,92,Richiesta,datarichiesta_key
159,5,1,27,1,1,3,292,647,132,24,85,24/02/2022,others
160,5,1,27,1,1,4,0,0,1653,2339,85,|,others
161,5,1,27,1,1,5,469,648,73,20,92,Orario,orariorichiesta_key
162,5,1,27,1,1,6,550,648,96,20,92,richiesta,orariorichiesta_key
163,2,1,28,0,0,0,44,759,24,40,-1,,others
164,3,1,28,1,0,0,44,759,24,40,-1,,others
165,4,1,28,1,1,0,44,759,24,40,-1,,others
166,5,1,28,1,1,1,44,759,24,40,95, ,others
167,2,1,29,0,0,0,68,769,90,20,-1,,others
168,3,1,29,1,0,0,68,769,90,20,-1,,others
169,4,1,29,1,1,0,68,769,90,20,-1,,others
