,level,page_num,block_num,par_num,line_num,word_num,left,top,width,height,conf,text,label
0,1,1,0,0,0,0,0,0,1653,2339,-1,,others
1,2,1,1,0,0,0,44,402,1578,155,-1,,others
2,3,1,1,1,0,0,44,402,1578,155,-1,,others
3,4,1,1,1,1,0,44,402,1578,40,-1,,others
4,5,1,1,1,1,1,44,402,252,3,95, ,others
5,5,1,1,1,1,2,890,402,732,40,95,  ,others
6,4,1,1,1,2,0,525,450,1097,35,-1,,others
7,5,1,1,1,2,1,525,450,1097,35,95, ,others
8,4,1,1,1,3,0,45,485,1577,28,-1,,others
9,5,1,1,1,3,1,45,485,1577,28,95,  ,others
10,4,1,1,1,4,0,232,513,303,44,-1,,others
11,5,1,1,1,4,1,232,513,303,44,95,  ,others
12,2,1,2,0,0,0,44,405,252,80,-1,,others
13,3,1,2,1,0,0,44,405,252,80,-1,,others
14,4,1,2,1,1,0,44,405,16,37,-1,,others
15,5,1,2,1,1,1,44,405,16,37,95, ,others
16,4,1,2,1,2,0,45,450,251,35,-1,,others
17,5,1,2,1,2,1,45,450,16,35,95, ,others
18,5,1,2,1,2,2,214,450,82,35,95, ,others
19,2,1,3,0,0,0,270,405,26,37,-1,,others
20,3,1,3,1,0,0,270,405,26,37,-1,,others
21,4,1,3,1,1,0,270,405,26,37,-1,,others
22,5,1,3,1,1,1,270,405,26,37,95, ,others
23,2,1,4,0,0,0,60,414,830,24,-1,,others
24,3,1,4,1,0,0,60,414,830,24,-1,,others
25,4,1,4,1,1,0,60,414,830,24,-1,,others
26,5,1,4,1,1,1,60,414,202,19,92,Confezionamento:,confezionamento_key
27,5,1,4,1,1,2,266,420,4,13,95,|,others
28,5,1,4,1,1,3,296,415,10,18,95,1,others
29,5,1,4,1,1,4,316,414,26,19,96,bb,others
30,5,1,4,1,1,5,350,420,23,13,96,su,others
31,5,1,4,1,1,6,383,414,61,24,96,pallet,others
32,5,1,4,1,1,7,453,414,60,24,93,(nelle,others
33,5,1,4,1,1,8,522,415,123,18,91,annotazioni,others
34,5,1,4,1,1,9,649,415,98,18,91,scrivere,others
